account_id,account_name,customer_key,industry,vertical,billing_street,billing_city,billing_state,billing_postal_code,account_type,annual_revenue,employees,created_date
ACC000177,Grupo Chile Pacifico E.I.R.L.,177,Recruitment,SMB,Av. La Encalada 1307,San Borja,Santiago,15037,Partner,228029369,2500,2023-02-28
ACC000178,Corporacion Sanchez Pacifico S.A.C.,178,Real Estate,SMB,Av. Larco 1579,Iquique,Iquique,16001,Customer,29314777,2500,2021-12-06
ACC000179,Industrias Lopez Continental del Chile,179,Financial Services,Enterprise,Av. Javier Prado 1360,Miraflores,Santiago,15074,Customer,182208055,5000,2022-02-05
ACC000180,Grupo Torres Regional Chile,180,Real Estate,SMB,Jr. de la Union 1168,Rancagua,Rancagua,12001,Partner,6694429,100,2020-09-17
ACC000181,Comercial Continental Gonzalez E.I.R.L.,181,Construction,Enterprise,Av. Ejercito 1994,Santiago,Santiago,15001,Prospect,71649978,1000,2022-08-01
ACC000182,Inversiones Nacional Martinez S.R.L.,182,Transport & Logistics,Enterprise,Av. El Sol 712,Tacna,Tacna,23001,Customer,59168509,5000,2020-03-09
ACC000183,Inversiones Martinez Lopez Holdings,183,Hospitality,SMB,Calle Las Begonias 134,Antofagasta,Antofagasta,14001,Customer,1046973,10,2022-10-28
ACC000184,Inversiones Martinez Regional Chile,184,Hospitality,SMB,Av. La Encalada 1267,Cayma,Valparaiso,04006,Partner,123671419,2500,2021-09-07
ACC000185,Empresa Andina Costa Group,185,Central Government,Public Sector,Paseo de la Republica 863,Cayma,Valparaiso,04006,Prospect,8899030,25,2023-11-27
ACC000186,Empresa Gonzalez Sol Chile,186,Healthcare,Enterprise,Av. Angamos 1465,Miraflores,Santiago,15074,Customer,437597783,2500,2020-04-28
ACC000187,Grupo Nacional Chile S.A.,187,Healthcare,SMB,Av. Primavera 130,Antofagasta,Antofagasta,14001,Customer,246477460,1000,2020-07-08
ACC000188,Comercial Rodriguez Lopez S.R.L.,188,NHS Trust,Public Sector,Av. Valparaiso 358,Antofagasta,Antofagasta,14001,Partner,121509858,2500,2021-03-03
ACC000189,Corporacion Torres Sur Holdings,189,Telecommunications,Partner,Jr. de la Union 1951,Antofagasta,Antofagasta,14001,Partner,3531161,50,2021-05-05
ACC000190,Inversiones Oriente Fernandez Group,190,IT Reseller,Partner,Calle Las Begonias 1090,Iquique,Iquique,16001,Prospect,255184031,250,2024-07-02
ACC000191,Inversiones Gonzalez Oriente del Chile,191,Hospitality,Enterprise,Av. El Sol 1716,Valparaiso,Valparaiso,04001,Customer,14353996,2500,2023-02-07
ACC000192,Grupo Regional Pacifico S.A.C.,192,Transport & Logistics,Enterprise,Av. Benavides 422,Iquique,Iquique,16001,Prospect,9338248,25,2021-06-11
ACC000193,Empresa Sanchez Martinez S.A.C.,193,Telecommunications,Partner,Jr. Puno 1442,Puno,Puno,21001,Partner,36882188,10,2022-12-09
ACC000194,Grupo Nacional Sanchez Holdings,194,Telecommunications,Partner,Jr. Concepcion 1684,Temuco,Temuco,20001,Customer,9907786,500,2022-11-01
ACC000195,Comercial Sierra Gonzalez S.R.L.,195,Recruitment,SMB,Av. Benavides 1477,Concepcion,Concepcion,08001,Prospect,298826,5,2022-12-20
ACC000196,Industrias Regional Regional Holdings,196,Recruitment,SMB,Jr. Concepcion 1245,Valparaiso,Valparaiso,04001,Customer,150763634,1000,2021-05-08
ACC000197,Grupo Nacional Continental del Chile,197,Education,Public Sector,Av. Angamos 1034,Surco,Santiago,15038,Partner,135571243,10000,2021-04-07
ACC000198,Corporacion Costa Lopez S.A.C.,198,Recruitment,SMB,Av. La Marina 712,San Borja,Santiago,15037,Customer,382337118,500,2020-06-18
ACC000199,Corporacion Selva Inca E.I.R.L.,199,Media & Entertainment,Enterprise,Calle Las Begonias 722,Concepcion,Concepcion,08001,Partner,260282273,1000,2020-04-05
ACC000200,Grupo Rodriguez Oriente S.A.,200,Healthcare,SMB,Av. Brasil 1949,Cayma,Valparaiso,04006,Partner,2519132,50,2020-06-06
ACC000201,Servicios Costa Rodriguez E.I.R.L.,201,Real Estate,Enterprise,Av. Valparaiso 767,Puno,Puno,21001,Partner,405213940,1000,2020-04-19
ACC000202,Servicios Sanchez Sol del Chile,202,Healthcare,Public Sector,Av. Benavides 1674,Vina del Mar,Vina del Mar,07001,Prospect,268390725,500,2021-12-29
ACC000203,Comercial Chile Central E.I.R.L.,203,Construction,Enterprise,Av. Brasil 404,Santiago,Santiago,15001,Customer,49043822,1000,2020-11-11
ACC000204,Empresa Nacional Martinez Group,204,Manufacturing,SMB,Av. Larco 1350,Puno,Puno,21001,Customer,7561429,25,2024-04-08
ACC000205,Empresa Oriente Selva Chile,205,Local Government,Public Sector,Jr. Puno 1553,Tacna,Tacna,23001,Customer,9398265,5,2023-05-07
ACC000206,Inversiones Sanchez Regional del Chile,206,Insurance,Enterprise,Av. El Sol 760,Vina del Mar,Vina del Mar,07001,Partner,96044139,10000,2022-02-18
ACC000207,Empresa Sanchez Martinez del Chile,207,Technology,SMB,Av. El Sol 269,Cayma,Valparaiso,04006,Customer,8224053,5,2022-01-09
ACC000208,Industrias Costa Lopez Chile,208,Professional Services,Enterprise,Av. Angamos 202,Rancagua,Rancagua,12001,Customer,6738609,25,2024-09-19
ACC000209,Empresa Sol Lopez Group,209,Healthcare,SMB,Av. Larco 1282,Rancagua,Rancagua,12001,Customer,262166397,1000,2020-12-29
ACC000210,Servicios Central Garcia Holdings,210,Insurance,Enterprise,Jr. Concepcion 831,Cayma,Valparaiso,04006,Customer,2010720,100,2021-02-13
ACC000211,Industrias Continental Fernandez S.R.L.,211,Telecommunications,Partner,Av. El Sol 1466,Tacna,Tacna,23001,Customer,6964256,50,2020-10-12
ACC000212,Empresa Torres Sur Group,212,Healthcare,SMB,Av. Primavera 795,Concepcion,Concepcion,08001,Partner,6824393,100,2022-11-03
ACC000213,Corporacion Fernandez Continental Chile,213,Education,Enterprise,Jr. Puno 1804,Rancagua,Rancagua,12001,Customer,54651148,500,2023-02-27
ACC000214,Grupo Costa Martinez S.A.,214,Insurance,Enterprise,Av. Primavera 590,Iquique,Iquique,16001,Partner,9461576,100,2023-11-09
ACC000215,Sanchez Sol del Chile,215,Local Government,Public Sector,Av. La Encalada 809,Rancagua,Rancagua,12001,Customer,5056530,50,2020-06-24
ACC000216,Corporacion Pacifico Chile Holdings,216,Healthcare,Enterprise,Jr. Concepcion 696,Antofagasta,Antofagasta,14001,Customer,260637813,250,2022-06-16
ACC000217,Sanchez Nacional Chile,217,Healthcare,SMB,Av. La Encalada 1053,Miraflores,Santiago,15074,Customer,191768205,1000,2024-02-25
ACC000218,Grupo Central Torres S.R.L.,218,Local Government,Public Sector,Av. La Marina 931,San Borja,Santiago,15037,Customer,60032858,5000,2022-03-21
ACC000219,Sur Martinez E.I.R.L.,219,Real Estate,SMB,Av. Larco 1480,Temuco,Temuco,20001,Customer,9786290,5,2024-06-25
ACC000220,Chile Fernandez Chile,220,Manufacturing,Enterprise,Av. Javier Prado 1076,Surco,Santiago,15038,Customer,325496273,2500,2023-06-05
ACC000221,Empresa Norte Gonzalez S.R.L.,221,Real Estate,Enterprise,Jr. de la Union 1436,Copiapo,Copiapo,13001,Customer,2347270,25,2020-08-29
ACC000222,Comercial Inca Sanchez S.A.,222,IT Reseller,Partner,Av. La Encalada 645,Vina del Mar,Vina del Mar,07001,Partner,113001359,5000,2021-01-15
ACC000223,Industrias Sierra Garcia S.A.C.,223,Manufacturing,Enterprise,Av. Benavides 1068,Cayma,Valparaiso,04006,Prospect,337543203,250,2024-11-07
ACC000224,Inversiones Inca Nacional del Chile,224,Financial Services,Enterprise,Av. Primavera 486,San Borja,Santiago,15037,Prospect,372593726,2500,2022-05-01
ACC000225,Industrias Nacional Norte S.A.,225,Healthcare,Enterprise,Av. Larco 1237,San Borja,Santiago,15037,Customer,70355945,2500,2020-12-10
ACC000226,Sierra Martinez S.A.,226,Retail,Enterprise,Av. Javier Prado 1440,Cayma,Valparaiso,04006,Partner,36875915,10,2024-04-05
ACC000227,Industrias Sierra Lopez E.I.R.L.,227,Financial Services,SMB,Jr. Concepcion 928,Rancagua,Rancagua,12001,Prospect,80548924,2500,2024-10-31
ACC000228,Servicios Continental Martinez Holdings,228,Hospitality,SMB,Av. Primavera 327,Miraflores,Santiago,15074,Partner,14366010,25,2024-07-07
ACC000229,Inversiones Norte Norte Chile,229,Media & Entertainment,Enterprise,Av. Brasil 297,Valparaiso,Valparaiso,04001,Customer,465644287,5000,2023-10-23
ACC000230,Inversiones Andina Continental del Chile,230,Charity,SMB,Av. Primavera 737,Antofagasta,Antofagasta,14001,Partner,17113117,100,2022-09-29
ACC000231,Empresa Gonzalez Chile S.A.,231,Central Government,Public Sector,Av. Brasil 1900,Antofagasta,Antofagasta,14001,Customer,196483080,2500,2022-07-20
ACC000232,Industrias Garcia Torres S.R.L.,232,Manufacturing,SMB,Jr. Puno 1297,San Borja,Santiago,15037,Prospect,447836708,500,2022-10-10
ACC000233,Inversiones Regional Sur Group,233,Manufacturing,Enterprise,Calle Las Begonias 211,Copiapo,Copiapo,13001,Customer,870794,5,2023-07-06
ACC000234,Inversiones Nacional Andina del Chile,234,Construction,SMB,Av. Ejercito 434,Surco,Santiago,15038,Partner,44120573,50,2020-11-21
ACC000235,Servicios Sanchez Continental Holdings,235,Telecommunications,Partner,Jr. Puno 301,Temuco,Temuco,20001,Customer,7301300,5,2023-12-12
ACC000236,Comercial Pacifico Continental Holdings,236,Recruitment,SMB,Av. Primavera 1479,Vina del Mar,Vina del Mar,07001,Customer,443682070,250,2024-10-27
ACC000237,Servicios Torres Norte Group,237,Insurance,Enterprise,Av. Larco 594,Surco,Santiago,15038,Customer,477977365,1000,2020-10-07
ACC000238,Inversiones Norte Fernandez S.A.C.,238,Real Estate,Enterprise,Jr. Concepcion 1652,Miraflores,Santiago,15074,Customer,2639636,50,2023-06-15
ACC000239,Grupo Andina Nacional E.I.R.L.,239,Charity,SMB,Av. Angamos 638,Miraflores,Santiago,15074,Customer,429706048,500,2021-05-22
ACC000240,Grupo Sierra Martinez Holdings,240,Central Government,Public Sector,Jr. de la Union 1812,Santiago,Santiago,15001,Customer,8786388,100,2022-11-09
ACC000241,Industrias Inca Sierra S.A.C.,241,Hospitality,SMB,Jr. de la Union 1466,Santiago,Santiago,15001,Partner,43124279,5000,2024-12-25
ACC000242,Inversiones Selva Costa E.I.R.L.,242,Education,Enterprise,Av. Primavera 1623,Vina del Mar,Vina del Mar,07001,Prospect,1324599,5,2023-04-17
ACC000243,Inversiones Rodriguez Gonzalez del Chile,243,Legal Services,SMB,Av. Primavera 1420,Temuco,Temuco,20001,Partner,7069792,50,2023-12-08
ACC000244,Empresa Garcia Martinez del Chile,244,Transport & Logistics,Enterprise,Jr. de la Union 1549,Concepcion,Concepcion,08001,Customer,2706795,100,2021-10-31
ACC000245,Sur Gonzalez Group,245,Manufacturing,SMB,Paseo de la Republica 453,Rancagua,Rancagua,12001,Customer,7389425,5,2022-07-17
ACC000246,Grupo Central Lopez Holdings,246,Manufacturing,SMB,Av. La Encalada 1322,Iquique,Iquique,16001,Customer,285786364,5000,2024-05-22
ACC000247,Servicios Sur Regional Group,247,Professional Services,Enterprise,Av. La Encalada 1742,San Borja,Santiago,15037,Partner,18752308,250,2020-05-10
ACC000248,Comercial Nacional Rodriguez S.A.C.,248,Retail,SMB,Av. El Sol 754,Puno,Puno,21001,Customer,6268777,10,2021-06-06
ACC000249,Corporacion Rodriguez Sur Chile,249,Real Estate,Enterprise,Av. La Encalada 1790,Iquique,Iquique,16001,Partner,32159585,50,2022-02-23
ACC000250,Industrias Inca Central S.R.L.,250,Construction,SMB,Av. La Marina 807,Temuco,Temuco,20001,Customer,82815253,500,2023-03-16
ACC000251,Corporacion Sur Fernandez S.R.L.,251,Charity,SMB,Av. Larco 1641,Rancagua,Rancagua,12001,Customer,420284401,1000,2021-11-01
ACC000252,Garcia Sol S.A.,252,Technology,SMB,Av. El Sol 1135,Temuco,Temuco,20001,Partner,8377218,10,2024-02-09
ACC000253,Comercial Andina Central S.R.L.,253,IT Reseller,Partner,Jr. de la Union 1875,Vina del Mar,Vina del Mar,07001,Customer,184861083,250,2024-04-03
ACC000254,Inversiones Norte Regional Group,254,Technology,SMB,Av. Larco 1898,Temuco,Temuco,20001,Customer,387065513,1000,2020-07-09
ACC000255,Industrias Chile Nacional S.A.C.,255,Technology,SMB,Calle Las Begonias 1906,Temuco,Temuco,20001,Partner,76679700,10000,2024-08-06
ACC000256,Servicios Garcia Torres del Chile,256,Construction,SMB,Av. Angamos 428,Rancagua,Rancagua,12001,Prospect,5573593,25,2022-07-16
ACC000257,Empresa Costa Inca E.I.R.L.,257,Telecommunications,Partner,Av. Primavera 286,San Isidro,Santiago,15036,Prospect,5368604,50,2020-09-04
ACC000258,Inversiones Inca Continental S.R.L.,258,Local Government,Public Sector,Av. El Sol 547,Miraflores,Santiago,15074,Customer,448662972,10000,2023-11-28
ACC000259,Servicios Costa Norte S.R.L.,259,Transport & Logistics,SMB,Calle Las Begonias 466,Antofagasta,Antofagasta,14001,Customer,144675983,500,2020-03-04
ACC000260,Grupo Garcia Torres S.A.,260,Media & Entertainment,Enterprise,Av. Larco 910,Iquique,Iquique,16001,Customer,3829376,10,2021-02-09
ACC000261,Inversiones Sanchez Regional S.A.,261,Local Government,Public Sector,Av. Javier Prado 1047,Rancagua,Rancagua,12001,Partner,9143054,10,2024-10-01
ACC000262,Inversiones Sierra Sol del Chile,262,Telecommunications,Partner,Jr. de la Union 1348,Temuco,Temuco,20001,Partner,26184537,100,2020-12-19
ACC000263,Empresa Costa Gonzalez del Chile,263,Local Government,Public Sector,Jr. Concepcion 963,Temuco,Temuco,20001,Prospect,226186628,5000,2022-09-08
ACC000264,Grupo Sol Selva S.A.,264,Central Government,Public Sector,Av. Brasil 1378,San Borja,Santiago,15037,Customer,262528622,5000,2024-05-19
ACC000265,Comercial Garcia Garcia Chile,265,Transport & Logistics,Enterprise,Av. Ejercito 349,Iquique,Iquique,16001,Customer,20732174,1000,2020-04-29
ACC000266,Andina Sol S.A.,266,Construction,SMB,Av. Valparaiso 1675,Puno,Puno,21001,Partner,15224462,250,2024-09-29
ACC000267,Industrias Continental Torres Holdings,267,Retail,Enterprise,Av. El Sol 158,Valparaiso,Valparaiso,04001,Partner,38594438,250,2020-10-18
ACC000268,Corporacion Sierra Torres S.A.,268,Technology,SMB,Jr. Puno 236,Vina del Mar,Vina del Mar,07001,Partner,3771004,5,2022-12-14
ACC000269,Comercial Fernandez Rodriguez E.I.R.L.,269,Hospitality,SMB,Calle Las Begonias 378,San Borja,Santiago,15037,Partner,383330966,500,2024-05-04
ACC000270,Industrias Costa Sol del Chile,270,Retail,Enterprise,Jr. Concepcion 1819,Santiago,Santiago,15001,Customer,78256928,500,2024-02-08
ACC000271,Servicios Gonzalez Garcia E.I.R.L.,271,Financial Services,SMB,Jr. Concepcion 1701,Concepcion,Concepcion,08001,Customer,73369635,500,2024-02-01
ACC000272,Grupo Sur Rodriguez Holdings,272,Construction,Enterprise,Av. Javier Prado 1264,Tacna,Tacna,23001,Partner,1846679,50,2020-10-15
ACC000273,Empresa Gonzalez Sur E.I.R.L.,273,IT Reseller,Partner,Av. Ejercito 1747,San Borja,Santiago,15037,Customer,3617918,10,2023-11-20
ACC000274,Lopez Sierra Chile,274,Retail,SMB,Paseo de la Republica 1983,Cayma,Valparaiso,04006,Prospect,6453742,25,2023-01-23
ACC000275,Corporacion Norte Costa Holdings,275,Financial Services,Enterprise,Av. Javier Prado 330,Tacna,Tacna,23001,Customer,436852,25,2021-06-18
ACC000276,Corporacion Torres Sanchez Group,276,Legal Services,Enterprise,Av. Ejercito 882,Vina del Mar,Vina del Mar,07001,Partner,484547149,2500,2023-12-13
ACC000277,Inversiones Fernandez Pacifico S.A.C.,277,Local Government,Public Sector,Av. Primavera 625,San Borja,Santiago,15037,Customer,3287406,50,2023-11-28
ACC000278,Corporacion Oriente Fernandez del Chile,278,Retail,Enterprise,Jr. Puno 122,Valparaiso,Valparaiso,04001,Prospect,311966579,5000,2024-09-16
ACC000279,Grupo Costa Lopez Holdings,279,Local Government,Public Sector,Av. Benavides 1295,Temuco,Temuco,20001,Customer,116107036,500,2023-07-31
ACC000280,Grupo Chile Regional Chile,280,Charity,SMB,Jr. Concepcion 1159,Surco,Santiago,15038,Partner,213052037,500,2022-01-29
ACC000281,Servicios Pacifico Sanchez S.A.,281,Transport & Logistics,SMB,Av. Larco 244,Miraflores,Santiago,15074,Customer,2635551,5,2020-06-24
ACC000282,Servicios Lopez Central Group,282,Hospitality,SMB,Av. Angamos 1357,Santiago,Santiago,15001,Prospect,292502109,10000,2024-11-10
ACC000283,Inversiones Andina Inca S.R.L.,283,MSP,Partner,Av. La Marina 1889,Iquique,Iquique,16001,Partner,434738502,5000,2023-10-19
ACC000284,Empresa Andina Gonzalez Holdings,284,Charity,SMB,Jr. Concepcion 1501,Vina del Mar,Vina del Mar,07001,Prospect,113404586,10000,2020-10-29
ACC000285,Servicios Chile Martinez Chile,285,Manufacturing,SMB,Av. La Encalada 822,Tacna,Tacna,23001,Partner,1329720,250,2023-04-18
ACC000286,Inversiones Oriente Nacional Group,286,Media & Entertainment,Enterprise,Jr. Puno 1023,Iquique,Iquique,16001,Customer,6993590,25,2022-02-23
ACC000287,Corporacion Inca Fernandez S.R.L.,287,Financial Services,Enterprise,Av. El Sol 169,Concepcion,Concepcion,08001,Prospect,750662,50,2024-12-26
ACC000288,Grupo Costa Gonzalez Group,288,Transport & Logistics,SMB,Jr. Concepcion 612,Santiago,Santiago,15001,Customer,8348001,5,2024-11-14
ACC000289,Empresa Pacifico Norte Holdings,289,NHS Trust,Public Sector,Jr. de la Union 1529,Vina del Mar,Vina del Mar,07001,Customer,60448603,5000,2021-03-08
ACC000290,Empresa Sanchez Central Holdings,290,Retail,SMB,Av. La Encalada 1764,Antofagasta,Antofagasta,14001,Partner,9603305,250,2024-12-05
ACC000291,Corporacion Nacional Garcia S.A.,291,Construction,SMB,Av. Valparaiso 1643,Surco,Santiago,15038,Customer,4696579,25,2024-08-13
ACC000292,Pacifico Regional del Chile,292,Construction,Enterprise,Calle Las Begonias 1175,Vina del Mar,Vina del Mar,07001,Customer,8062169,100,2023-02-03
ACC000293,Industrias Selva Torres E.I.R.L.,293,Manufacturing,SMB,Av. Larco 1678,Iquique,Iquique,16001,Customer,352559434,500,2023-10-19
ACC000294,Corporacion Regional Oriente del Chile,294,Hospitality,SMB,Jr. Puno 1047,Concepcion,Concepcion,08001,Partner,434961020,250,2021-04-03
ACC000295,Comercial Pacifico Central Holdings,295,IT Reseller,Partner,Jr. Puno 753,Rancagua,Rancagua,12001,Prospect,5169153,100,2024-08-15
ACC000296,Inversiones Sol Andina Holdings,296,Media & Entertainment,Enterprise,Av. Angamos 189,Copiapo,Copiapo,13001,Customer,263631347,250,2021-11-19
ACC000297,Grupo Continental Chile S.R.L.,297,Construction,Enterprise,Jr. de la Union 1428,Rancagua,Rancagua,12001,Customer,6879646,25,2023-10-26
ACC000298,Grupo Sur Regional S.R.L.,298,Construction,SMB,Calle Las Begonias 603,Surco,Santiago,15038,Partner,60979963,2500,2024-01-27
ACC000299,Grupo Central Oriente Chile,299,Telecommunications,Partner,Jr. Concepcion 663,Surco,Santiago,15038,Customer,186527096,1000,2021-08-24
ACC000300,Comercial Gonzalez Inca Holdings,300,Real Estate,Enterprise,Av. El Sol 232,San Borja,Santiago,15037,Customer,195741323,500,2024-03-04
ACC000301,Industrias Nacional Andina S.A.,301,Healthcare,Enterprise,Paseo de la Republica 1638,Cayma,Valparaiso,04006,Partner,316553225,5000,2020-05-25
ACC000302,Chile Norte Chile,302,Local Government,Public Sector,Av. Angamos 308,Surco,Santiago,15038,Customer,112533414,1000,2022-04-18
ACC000303,Central Martinez Chile,303,Professional Services,Enterprise,Calle Las Begonias 1073,San Isidro,Santiago,15036,Customer,5358215,5,2020-01-10
ACC000304,Servicios Sur Fernandez E.I.R.L.,304,Insurance,Enterprise,Av. La Marina 1668,Antofagasta,Antofagasta,14001,Prospect,7304299,50,2022-05-28
ACC000305,Inversiones Fernandez Sanchez del Chile,305,Media & Entertainment,Enterprise,Av. Valparaiso 1206,Puno,Puno,21001,Customer,368326394,250,2023-07-07
ACC000306,Empresa Sanchez Andina Chile,306,Financial Services,SMB,Jr. Puno 1914,Cayma,Valparaiso,04006,Partner,168020084,2500,2020-12-08
ACC000307,Empresa Costa Chile S.A.,307,Retail,Enterprise,Av. La Encalada 1723,Temuco,Temuco,20001,Customer,5850102,50,2022-01-05
ACC000308,Corporacion Rodriguez Torres Holdings,308,Retail,Enterprise,Jr. Concepcion 423,Temuco,Temuco,20001,Partner,8765260,50,2023-12-27
ACC000309,Industrias Selva Sur E.I.R.L.,309,Local Government,Public Sector,Av. Primavera 1906,Copiapo,Copiapo,13001,Customer,909249,5,2022-05-03
ACC000310,Servicios Martinez Torres S.R.L.,310,Manufacturing,SMB,Av. El Sol 672,Antofagasta,Antofagasta,14001,Customer,8829340,25,2023-06-29
ACC000311,Empresa Rodriguez Andina Holdings,311,Healthcare,Public Sector,Av. Ejercito 1112,Rancagua,Rancagua,12001,Customer,331955357,500,2024-05-12
ACC000312,Comercial Chile Chile E.I.R.L.,312,Legal Services,SMB,Paseo de la Republica 360,Tacna,Tacna,23001,Customer,8164202,25,2021-04-25
ACC000313,Comercial Martinez Gonzalez S.A.,313,Technology,SMB,Av. La Marina 1921,Concepcion,Concepcion,08001,Customer,4393157,10,2022-07-24
ACC000314,Comercial Oriente Sanchez Holdings,314,Transport & Logistics,SMB,Av. La Marina 1744,Vina del Mar,Vina del Mar,07001,Prospect,401500751,250,2020-07-13
ACC000315,Regional Gonzalez Group,315,Central Government,Public Sector,Av. La Marina 1773,Copiapo,Copiapo,13001,Partner,49695357,10,2022-02-02
ACC000316,Industrias Garcia Sur Group,316,Manufacturing,Enterprise,Av. Benavides 422,Antofagasta,Antofagasta,14001,Partner,8087097,25,2023-11-26
ACC000317,Comercial Lopez Continental S.A.,317,Central Government,Public Sector,Av. Angamos 1180,Temuco,Temuco,20001,Prospect,106260662,500,2024-11-01
ACC000318,Corporacion Sur Torres del Chile,318,NHS Trust,Public Sector,Av. Angamos 104,Puno,Puno,21001,Customer,145452338,10000,2021-10-05
ACC000319,Inversiones Garcia Sol S.A.,319,Real Estate,SMB,Paseo de la Republica 638,Iquique,Iquique,16001,Partner,1697897,50,2023-09-17
ACC000320,Grupo Nacional Martinez Chile,320,Construction,SMB,Av. Valparaiso 267,San Borja,Santiago,15037,Customer,182711026,1000,2022-11-01
ACC000321,Empresa Sur Norte S.A.,321,NHS Trust,Public Sector,Calle Las Begonias 160,Vina del Mar,Vina del Mar,07001,Partner,124564652,5000,2023-08-10
ACC000322,Empresa Continental Continental S.R.L.,322,Technology,SMB,Av. Valparaiso 1546,Vina del Mar,Vina del Mar,07001,Customer,8444540,5,2020-07-29
ACC000323,Servicios Central Sur E.I.R.L.,323,Education,Enterprise,Av. Benavides 156,Valparaiso,Valparaiso,04001,Customer,7753898,25,2022-01-14
ACC000324,Grupo Norte Rodriguez Group,324,Legal Services,Enterprise,Av. Primavera 1121,Rancagua,Rancagua,12001,Partner,7038887,25,2020-01-05
ACC000325,Corporacion Gonzalez Nacional Chile,325,Manufacturing,SMB,Paseo de la Republica 1219,Miraflores,Santiago,15074,Prospect,2456346,50,2020-08-07
ACC000326,Empresa Sol Rodriguez S.A.,326,Telecommunications,Partner,Av. Larco 753,Tacna,Tacna,23001,Customer,9978611,5,2024-04-30
ACC000327,Industrias Continental Costa Holdings,327,Healthcare,Public Sector,Av. El Sol 138,San Borja,Santiago,15037,Partner,8202253,100,2024-05-18
ACC000328,Industrias Regional Lopez Chile,328,Professional Services,Enterprise,Av. Primavera 235,Antofagasta,Antofagasta,14001,Customer,4690177,50,2021-12-03
ACC000329,Grupo Chile Andina Chile,329,Professional Services,SMB,Av. El Sol 205,Temuco,Temuco,20001,Partner,344615567,500,2021-02-15
ACC000330,Inversiones Central Gonzalez S.R.L.,330,Healthcare,Public Sector,Av. El Sol 1692,Cayma,Valparaiso,04006,Customer,386367718,250,2024-04-07
ACC000331,Inversiones Continental Inca Group,331,Healthcare,Enterprise,Jr. de la Union 1722,Valparaiso,Valparaiso,04001,Customer,285638525,250,2020-02-21
ACC000332,Inversiones Sanchez Chile E.I.R.L.,332,Transport & Logistics,Enterprise,Av. Valparaiso 1795,Santiago,Santiago,15001,Customer,3522567,100,2020-03-07
ACC000333,Grupo Garcia Sanchez S.A.C.,333,Transport & Logistics,SMB,Av. Larco 763,Temuco,Temuco,20001,Partner,426071706,10000,2021-08-12
ACC000334,Empresa Norte Inca S.R.L.,334,Charity,SMB,Jr. Puno 1468,San Isidro,Santiago,15036,Customer,176580760,5000,2024-08-26
ACC000335,Industrias Regional Costa del Chile,335,Education,Public Sector,Paseo de la Republica 357,Rancagua,Rancagua,12001,Customer,193249841,500,2021-01-17
ACC000336,Pacifico Sierra Group,336,Telecommunications,Partner,Calle Las Begonias 340,Miraflores,Santiago,15074,Partner,4378461,5,2021-11-07
ACC000337,Sanchez Andina Holdings,337,Construction,Enterprise,Av. El Sol 938,Surco,Santiago,15038,Customer,8330079,100,2023-01-31
ACC000338,Corporacion Torres Pacifico Holdings,338,Insurance,Enterprise,Calle Las Begonias 1639,Rancagua,Rancagua,12001,Prospect,296563939,5000,2022-04-06
ACC000339,Grupo Inca Norte S.A.,339,Construction,Enterprise,Av. Larco 526,Copiapo,Copiapo,13001,Customer,2024714,25,2022-07-01
ACC000340,Comercial Regional Garcia S.R.L.,340,Charity,SMB,Jr. de la Union 1033,Concepcion,Concepcion,08001,Partner,85921331,500,2022-11-24
ACC000341,Servicios Nacional Torres S.A.,341,Local Government,Public Sector,Av. Angamos 261,Iquique,Iquique,16001,Partner,6939527,25,2024-05-02
ACC000342,Fernandez Central E.I.R.L.,342,IT Reseller,Partner,Av. Valparaiso 443,Temuco,Temuco,20001,Partner,449931053,10000,2024-12-04
ACC000343,Grupo Martinez Sierra S.A.,343,Financial Services,SMB,Av. Larco 912,Copiapo,Copiapo,13001,Customer,20170030,500,2020-05-30
ACC000344,Inversiones Lopez Chile Group,344,Insurance,Enterprise,Av. La Encalada 797,Tacna,Tacna,23001,Prospect,237478545,1000,2020-02-04
ACC000345,Nacional Chile S.A.,345,Professional Services,Enterprise,Av. El Sol 1321,Copiapo,Copiapo,13001,Customer,8536204,5,2021-08-16
ACC000346,Industrias Garcia Garcia S.R.L.,346,Education,Enterprise,Av. Javier Prado 981,Iquique,Iquique,16001,Partner,10990690,250,2021-03-26
ACC000347,Servicios Rodriguez Lopez Holdings,347,Education,Public Sector,Av. Angamos 325,Puno,Puno,21001,Partner,47949759,500,2020-03-26
ACC000348,Corporacion Pacifico Selva S.A.,348,Retail,Enterprise,Jr. de la Union 414,Surco,Santiago,15038,Partner,2490000,10,2021-01-11
ACC000349,Comercial Sanchez Oriente S.A.C.,349,MSP,Partner,Jr. Concepcion 1426,Tacna,Tacna,23001,Partner,29634597,2500,2023-10-07
ACC000350,Industrias Nacional Fernandez Holdings,350,Manufacturing,SMB,Av. La Encalada 901,Vina del Mar,Vina del Mar,07001,Partner,1271198,10,2021-10-12
ACC000351,Inversiones Sanchez Norte S.A.C.,351,MSP,Partner,Av. Brasil 1756,Santiago,Santiago,15001,Customer,7594099,1000,2021-05-19
ACC000352,Comercial Torres Inca S.A.,352,Hospitality,Enterprise,Av. Angamos 130,Miraflores,Santiago,15074,Partner,33180096,250,2020-08-10
ACC000353,Industrias Sol Fernandez S.A.,353,MSP,Partner,Jr. Puno 187,Concepcion,Concepcion,08001,Partner,623352,100,2023-03-31
