hr_fact_id,date,employee_key,department_key,job_key,location_key,salary,attrition_flag
634,2018-06-04,217,24,805,921,37760,0
635,2019-03-06,217,24,805,921,39648,1
636,2018-10-31,218,24,804,901,48146,0
637,2021-07-19,219,27,811,902,69662,0
638,2022-10-11,219,27,805,902,73145,0
639,2023-06-29,219,27,805,907,76628,0
640,2024-04-13,219,27,805,907,80111,0
641,2016-05-30,220,31,811,914,59502,0
642,2019-05-28,221,39,803,912,61631,0
643,2020-08-26,221,26,803,912,64712,0
644,2021-09-01,221,26,803,912,67794,0
645,2021-02-08,222,10,820,902,55627,0
646,2022-07-16,222,10,820,902,58408,0
647,2023-03-06,222,10,813,902,61189,0
648,2024-08-18,222,10,814,902,63971,0
649,2025-03-13,222,10,808,902,66752,0
650,2015-04-26,223,22,803,917,28773,0
651,2016-09-15,223,33,803,917,30211,0
652,2018-03-07,223,33,803,917,31650,0
653,2019-07-23,224,36,800,915,48489,0
654,2020-10-18,224,36,812,915,50913,0
655,2021-09-14,224,31,812,915,53337,0
656,2023-02-07,224,31,812,915,55762,0
657,2018-07-18,225,16,811,906,82087,0
658,2016-05-30,226,15,818,925,35128,0
659,2017-09-03,226,15,818,925,36884,1
660,2022-08-27,227,30,807,903,65373,0
661,2024-01-06,227,30,806,903,68641,0
662,2019-12-06,228,15,800,910,60266,0
663,2020-09-24,228,15,800,910,63279,0
664,2021-09-23,228,15,810,910,66292,0
665,2016-09-11,229,38,817,906,62502,0
666,2018-01-24,229,38,802,906,65627,0
667,2019-06-11,229,38,818,906,68752,0
668,2022-06-17,230,34,804,911,79445,0
669,2023-04-07,230,34,804,911,83417,0
670,2023-12-11,230,34,804,911,87389,0
671,2025-02-20,230,34,807,911,91361,0
672,2022-07-09,231,37,804,923,91373,0
673,2023-07-07,231,37,815,923,95941,0
674,2024-05-01,231,37,806,923,100510,0
675,2025-05-14,231,37,806,920,105078,0
676,2026-02-01,231,37,816,920,109647,0
677,2021-09-19,232,30,802,916,60975,0
678,2022-09-26,232,30,802,916,64023,0
679,2023-09-17,232,30,802,916,67072,0
680,2017-07-01,233,14,805,905,75477,0
681,2018-11-01,233,17,805,905,79250,0
682,2019-10-16,233,17,805,905,83024,0
683,2021-07-23,234,28,805,904,110515,0
684,2022-10-08,234,15,818,904,116040,0
685,2016-02-02,235,16,814,919,89789,0
686,2017-04-03,235,16,813,919,94278,0
687,2018-01-01,235,16,813,919,98767,0
688,2015-04-24,236,16,816,925,94107,0
689,2015-07-25,237,38,817,916,43403,0
690,2016-03-08,237,29,817,916,45573,0
691,2016-09-04,237,29,817,916,47743,0
692,2017-11-25,237,29,817,916,49913,0
693,2018-12-29,237,29,815,916,52083,0
694,2016-01-25,238,19,819,926,99267,0
695,2017-02-17,238,19,800,926,104230,0
696,2019-09-17,239,21,803,904,83846,0
697,2021-02-11,239,21,803,904,88038,0
698,2022-05-26,239,21,803,904,92230,0
699,2021-05-07,240,25,808,909,103713,0
700,2022-04-28,240,25,808,909,108898,0
701,2023-09-27,240,25,807,909,114084,0
702,2024-06-15,240,25,816,909,119269,0
703,2025-09-19,240,25,816,912,124455,0
704,2020-01-04,241,12,802,908,57067,0
705,2021-01-07,241,12,801,908,59920,0
706,2022-01-27,241,12,801,908,62773,0
707,2023-05-27,241,12,805,908,65627,0
708,2024-03-05,241,12,805,908,68480,0
709,2019-02-28,242,17,820,900,48636,1
710,2017-05-16,243,26,800,923,36993,0
711,2017-12-28,243,26,800,923,38842,0
712,2019-04-20,243,26,800,923,40692,0
713,2020-08-22,243,26,800,923,42541,0
714,2021-02-20,243,26,813,923,44391,0
715,2021-07-28,244,18,814,912,101815,0
716,2022-09-28,244,18,814,912,106905,0
717,2023-11-16,244,18,814,912,111996,0
718,2025-01-15,244,18,802,912,117087,0
719,2025-11-03,244,18,802,912,122178,0
720,2016-03-02,245,22,810,902,100686,0
721,2016-11-28,245,22,810,902,105720,0
722,2017-10-11,245,22,806,902,110754,0
723,2016-11-15,246,34,803,903,38287,0
724,2018-04-25,246,34,803,925,40201,0
725,2019-07-26,246,34,803,925,42115,0
726,2018-04-08,247,22,807,924,103584,0
727,2018-12-09,247,22,813,924,108763,0
728,2020-02-19,247,22,813,924,113942,0
729,2021-04-08,247,22,813,924,119121,0
730,2022-09-22,247,22,806,924,124300,0
731,2018-12-22,248,21,805,915,83567,0
732,2019-10-05,248,21,805,915,87745,0
733,2020-10-24,248,21,805,915,91923,0
734,2022-04-08,248,21,803,915,96102,0
735,2023-07-16,248,21,803,915,100280,0
736,2021-02-11,249,33,810,925,91782,0
737,2022-01-10,249,13,818,925,96371,0
738,2022-08-08,249,13,808,925,100960,0
739,2023-09-22,249,13,808,925,105549,0
740,2024-12-30,249,13,808,903,110138,0
741,2017-01-30,250,34,809,911,70610,0
742,2018-07-08,250,34,809,911,74140,0
743,2019-02-13,250,34,809,911,77671,0
744,2019-10-25,250,34,809,911,81201,0
745,2020-11-23,250,34,809,911,84732,1
746,2021-11-30,251,30,812,908,86313,0
747,2022-11-30,251,30,812,908,90628,0
748,2023-08-22,251,17,800,908,94944,0
749,2015-11-04,252,39,815,917,35055,1
750,2016-11-13,253,12,820,926,79097,0
751,2017-10-17,253,12,809,926,83051,0
752,2019-01-09,253,31,809,926,87006,0
753,2019-12-21,253,31,809,926,90961,0
754,2020-11-04,253,40,809,926,94916,0
755,2020-12-30,254,30,820,917,68587,0
756,2021-12-22,254,30,820,909,72016,0
757,2022-12-24,254,30,820,916,75445,0
758,2023-08-30,254,30,820,915,78875,0
759,2021-04-10,255,21,806,913,101472,0
760,2016-01-06,256,23,820,907,95713,0
761,2017-05-13,256,23,820,907,100498,0
762,2018-08-08,256,23,820,907,105284,0
763,2020-08-23,257,16,810,900,47942,0
764,2021-03-16,257,13,810,900,50339,0
765,2021-11-15,257,13,810,900,52736,0
766,2022-07-30,257,13,806,900,55133,0
767,2023-10-08,257,13,806,900,57530,0
768,2019-05-28,258,36,800,903,60631,0
769,2020-06-08,258,36,800,903,63662,0
770,2020-12-22,258,36,803,903,66694,0
771,2021-04-16,259,26,803,908,91075,0
772,2017-10-09,260,30,813,910,29974,0
773,2021-08-23,261,35,815,922,106146,0
774,2015-10-18,262,21,820,904,119924,0
775,2020-01-17,263,33,806,900,118341,0
776,2021-01-24,263,38,806,922,124258,0
777,2022-03-04,263,38,806,922,130175,0
778,2021-05-06,264,15,802,916,48319,0
779,2022-06-20,264,15,808,916,50734,0
780,2023-11-08,264,15,808,916,53150,0
781,2025-03-19,264,15,808,916,55566,0
782,2025-10-17,264,15,808,916,57982,0
783,2022-04-25,265,20,803,903,96576,0
784,2023-09-24,265,20,804,903,101404,0
785,2024-11-25,265,20,801,903,106233,0
786,2025-05-20,265,20,801,903,111062,1
787,2016-01-09,266,24,820,901,75307,0
788,2017-04-18,266,24,820,901,79072,0
789,2017-11-13,266,24,820,902,82837,0
790,2018-10-14,266,24,806,923,86603,0
791,2021-05-22,267,33,817,913,41829,0
792,2022-10-10,267,33,817,913,43920,0
793,2021-02-10,268,29,814,911,69307,0
794,2022-05-17,268,29,814,911,72772,0
795,2017-07-11,269,22,817,923,61303,0
796,2018-07-10,269,22,817,923,64368,0
797,2019-01-23,269,22,817,923,67433,0
798,2019-12-23,269,22,807,923,70498,0
799,2021-06-08,269,22,807,923,73563,0
800,2019-03-30,270,38,818,907,58539,0
801,2020-02-04,270,22,818,907,61465,0
802,2020-11-21,270,22,818,907,64392,0
803,2015-07-19,271,33,818,912,38286,0
804,2016-02-12,271,33,818,912,40200,0
805,2017-03-20,271,33,818,912,42114,0
806,2015-09-25,272,19,816,901,69853,0
807,2016-12-24,272,19,816,901,73345,0
808,2017-09-08,272,19,812,901,76838,0
809,2018-12-26,272,19,812,901,80330,0
810,2019-08-09,273,18,802,912,93774,0
811,2020-09-14,273,14,802,912,98462,0
812,2021-06-22,273,14,802,912,103151,0
813,2022-10-30,273,14,802,912,107840,0
814,2023-09-11,273,14,802,912,112528,1
815,2021-10-14,274,30,800,924,67953,0
816,2022-07-07,274,30,800,924,71350,0
817,2023-08-17,274,30,800,924,74748,0
818,2015-09-27,275,17,819,904,65707,1
819,2017-06-21,276,33,817,906,54712,0
820,2018-09-23,276,33,817,906,57447,0
821,2019-06-02,276,33,817,906,60183,0
822,2018-03-03,277,11,814,920,29092,0
823,2018-10-03,277,11,814,920,30546,0
824,2020-03-03,277,19,814,920,32001,0
825,2021-07-28,277,19,814,920,33455,0
826,2022-03-15,277,19,814,920,34910,1
827,2015-07-28,278,17,816,909,71721,0
828,2018-03-21,279,35,801,920,61774,0
829,2019-04-03,279,35,801,917,64862,0
830,2020-02-20,279,35,810,917,67951,0
831,2020-10-01,279,35,810,917,71040,0
832,2022-02-13,279,35,810,917,74128,0
833,2022-06-11,280,14,818,917,117659,0
834,2023-03-21,280,14,818,917,123541,0
835,2016-11-24,281,20,802,917,97856,0
836,2017-07-22,281,20,804,917,102748,0
837,2018-08-17,281,20,804,917,107641,0
838,2020-01-05,281,20,804,917,112534,0
839,2020-08-26,281,20,800,917,117427,0
840,2019-02-26,282,12,815,904,93840,0
841,2020-06-09,283,14,805,906,57658,0
842,2020-12-22,283,14,805,906,60540,0
843,2022-01-17,283,14,806,914,63423,0
844,2023-05-27,283,14,806,914,66306,0
845,2019-07-19,284,29,818,919,98275,0
846,2020-10-09,284,29,818,903,103188,0
847,2021-11-24,284,29,818,903,108102,0
848,2022-03-14,285,40,801,906,66165,0
849,2023-04-23,285,40,801,906,69473,0
850,2024-06-12,285,40,809,916,72781,0
851,2025-02-19,285,40,809,916,76089,0
852,2025-10-14,285,40,818,916,79398,1
853,2020-03-23,286,12,808,910,118664,0
854,2021-08-17,286,12,808,910,124597,1
855,2023-04-12,287,35,816,919,48958,0
856,2024-04-19,287,15,816,919,51405,0
857,2025-08-01,287,15,816,919,53853,0
858,2026-01-07,287,15,801,919,56301,0
859,2022-02-09,288,34,808,900,88115,0
860,2021-09-23,289,31,815,914,81759,0
861,2022-11-03,289,38,819,914,85846,0
862,2022-06-14,290,21,801,904,32250,0
863,2022-08-30,291,19,819,921,118638,0
864,2024-02-19,291,19,819,921,124569,0
865,2019-05-18,292,36,802,924,84010,0
866,2020-08-21,292,32,815,924,88210,0
867,2021-08-04,292,32,815,924,92411,0
868,2020-07-20,293,33,819,925,65642,0
869,2022-01-06,294,28,815,916,110818,0
870,2023-03-16,294,28,815,916,116358,0
871,2022-01-10,295,23,813,901,71750,0
872,2023-01-04,295,23,813,906,75337,0
873,2015-03-13,296,13,810,910,79910,0
874,2016-06-26,296,15,810,910,83905,0
875,2017-06-14,296,15,810,910,87901,1
876,2018-11-19,297,24,813,923,35342,0
877,2020-02-08,297,24,810,918,37109,0
878,2021-07-22,297,24,810,918,38876,0
879,2022-02-20,297,24,810,912,40643,0
880,2023-07-05,297,24,810,912,42410,0
881,2023-02-01,298,11,808,913,39376,0
882,2024-04-10,298,11,808,913,41344,0
883,2025-03-10,298,11,809,913,43313,1
884,2016-11-08,299,16,810,915,96632,0
885,2017-10-12,299,37,810,916,101463,0
886,2019-03-22,299,37,810,912,106295,0
887,2020-06-11,299,37,809,912,111126,0
888,2021-10-08,299,37,809,912,115958,1
889,2018-09-22,300,16,806,909,64261,0
890,2019-12-18,300,16,806,909,67474,1
891,2019-01-20,301,27,810,908,46554,0
892,2020-07-13,301,27,810,908,48881,0
893,2021-06-17,301,27,810,908,51209,0
894,2022-02-18,301,11,801,912,53537,0
895,2022-11-16,301,11,801,912,55864,0
896,2016-01-03,302,39,814,918,45274,0
897,2016-08-17,302,39,814,918,47537,0
898,2017-10-04,302,39,814,918,49801,0
899,2018-11-28,302,38,807,918,52065,0
900,2019-11-29,302,38,807,918,54328,0
901,2020-04-19,303,37,805,909,73693,0
902,2021-08-21,303,37,805,909,77377,0
903,2022-04-12,303,37,805,909,81062,0
904,2023-07-08,303,37,805,909,84746,0
905,2019-12-17,304,35,813,918,72852,0
906,2021-03-19,304,35,813,918,76494,0
907,2022-07-05,304,29,813,918,80137,0
908,2023-10-12,304,29,814,918,83779,0
909,2024-05-14,304,29,814,918,87422,0
910,2021-08-21,305,38,820,925,28024,0
911,2022-05-03,305,38,820,925,29425,0
912,2020-01-01,306,32,811,902,104379,0
913,2020-07-03,306,32,811,902,109597,0
914,2021-05-29,306,32,817,917,114816,0
915,2019-07-19,307,30,810,922,78173,0
916,2020-08-09,307,30,810,922,82081,0
917,2021-10-06,307,30,817,922,85990,0
918,2022-11-03,307,12,804,922,89898,0
919,2023-07-14,307,12,804,922,93807,0
920,2019-11-25,308,29,805,914,94770,0
921,2020-12-26,308,29,805,914,99508,0
922,2021-09-27,308,25,805,914,104247,0
923,2022-07-25,308,25,805,914,108985,0
924,2023-11-12,308,25,805,914,113724,0
925,2018-04-05,309,24,816,902,96597,0
926,2019-08-10,309,24,815,902,101426,0
927,2021-01-13,309,24,820,902,106256,0
928,2022-05-21,309,24,810,914,111086,0
929,2023-08-06,309,24,810,914,115916,0
930,2023-04-12,310,35,818,908,36050,0
931,2024-08-26,310,35,818,909,37852,0
932,2026-01-07,310,26,815,925,39655,0
933,2021-11-24,311,15,818,923,47809,0
934,2017-02-25,312,35,816,925,32337,0
935,2018-02-15,312,35,816,925,33953,0
936,2018-10-31,312,35,816,925,35570,0
937,2019-11-11,312,35,814,925,37187,0
938,2020-04-30,313,22,815,909,90425,0
939,2021-07-26,313,22,812,909,94946,0
940,2022-10-14,314,40,801,903,97637,0
941,2024-03-03,314,40,801,903,102518,0
942,2025-07-29,314,40,801,903,107400,0
943,2024-09-06,314,40,818,903,112282,0
944,2025-07-18,314,40,818,903,117164,0
945,2015-04-05,315,23,803,916,41619,0
946,2015-10-06,316,40,819,921,56419,0
947,2017-03-13,317,38,803,922,52151,0
948,2018-01-16,317,38,802,922,54758,0
949,2018-12-03,317,38,802,922,57366,0
950,2019-11-13,317,38,802,912,59973,0
951,2020-10-28,317,38,802,912,62581,0
952,2022-05-13,318,25,803,904,98861,0
953,2023-06-17,318,24,820,904,103804,1
954,2022-06-13,319,30,800,901,115111,0
955,2023-06-27,319,30,810,901,120866,0
956,2021-03-08,320,17,800,912,118342,0
957,2019-08-14,321,11,820,920,39883,0
958,2020-08-15,321,11,820,914,41877,0
959,2021-07-09,321,11,820,912,43871,0
960,2020-07-31,322,12,820,914,52833,0
961,2021-04-08,322,12,800,914,55474,0
962,2022-06-12,322,12,800,914,58116,0
963,2019-09-03,323,13,806,925,113701,0
964,2017-09-27,324,39,802,901,46558,0
965,2018-12-01,324,39,802,901,48885,0
966,2019-06-22,324,15,820,901,51213,0
967,2020-05-24,324,29,820,901,53541,0
968,2021-09-18,324,29,803,901,55869,0
969,2018-10-06,325,13,818,917,46000,0
970,2019-09-15,325,13,818,917,48300,0
971,2021-01-10,325,14,802,917,50600,0
972,2021-10-03,325,14,802,917,52899,0
973,2020-08-02,326,12,800,900,51516,0
974,2022-11-21,327,14,806,904,111863,0
975,2023-10-05,327,14,806,904,117456,0
976,2025-02-08,327,14,806,904,123049,0
977,2025-09-28,327,14,806,904,128642,0
978,2022-01-25,328,21,817,916,56740,0
979,2022-10-23,329,37,815,915,51111,0
980,2023-07-11,329,30,815,915,53666,0
981,2016-04-18,330,33,801,917,51053,0
982,2021-10-09,331,28,810,913,54050,0
983,2023-03-19,331,28,810,913,56752,0
984,2024-01-09,331,28,813,913,59455,0
985,2024-10-27,331,28,818,913,62157,1
986,2022-03-19,332,21,808,906,72025,0
987,2022-11-19,332,14,818,906,75626,0
988,2022-04-13,333,40,819,926,50273,0
989,2023-08-01,333,40,819,925,52786,0
990,2017-11-22,334,17,810,913,103951,0
991,2018-09-11,334,17,810,913,109148,0
992,2019-12-28,334,17,810,915,114346,0
993,2021-03-10,334,17,816,915,119543,0
994,2022-11-25,335,33,813,906,45394,0
995,2023-01-05,336,24,818,923,104501,0
996,2023-07-16,336,24,818,923,109726,0
997,2022-02-28,337,12,812,926,118538,0
998,2017-06-13,338,35,802,919,72000,0
999,2018-01-07,338,35,802,919,75600,0
1000,2018-08-01,338,35,811,911,79200,0
1001,2019-04-27,338,35,811,911,82800,0
1002,2020-02-05,338,35,810,911,86400,0
1003,2018-09-20,339,21,808,916,117158,0
1004,2019-10-21,339,21,802,916,123015,0
1005,2020-03-12,340,29,811,925,116251,0
1006,2021-08-28,340,29,811,926,122063,0
1007,2022-10-16,340,29,812,926,127876,0
1008,2020-12-18,341,40,820,900,66426,0
1009,2022-01-15,341,40,820,900,69747,0
1010,2020-12-14,342,30,810,913,103851,0
1011,2021-12-04,342,30,810,913,109043,0
1012,2018-07-25,343,15,808,907,91470,0
1013,2019-07-30,343,15,808,911,96043,0
1014,2017-02-03,344,36,804,905,59182,0
1015,2017-09-30,344,36,810,905,62141,0
1016,2019-04-23,345,24,817,905,97945,0
1017,2020-03-22,345,24,800,905,102842,1
1018,2020-10-25,346,20,820,922,66739,0
1019,2021-12-21,346,20,820,922,70075,0
1020,2023-04-08,346,20,820,922,73412,0
1021,2024-05-18,346,25,820,922,76749,0
1022,2025-01-24,346,10,820,922,80086,0
1023,2021-09-01,347,26,807,925,64428,0
1024,2022-06-08,347,26,817,925,67649,0
1025,2015-10-03,348,39,811,912,47391,0
1026,2016-11-04,348,39,811,912,49760,0
1027,2017-10-29,348,39,811,912,52130,0
1028,2018-08-15,348,39,811,912,54499,0
1029,2019-09-25,348,39,813,912,56869,0
1030,2018-11-20,349,12,818,924,77253,0
1031,2019-07-03,349,12,820,924,81115,0
1032,2020-10-09,349,12,820,924,84978,0
1033,2021-07-18,349,12,812,924,88840,0
1034,2022-06-17,349,12,812,924,92703,0
1035,2016-07-08,350,30,809,913,51510,0
1036,2017-09-12,350,30,809,924,54085,0
1037,2018-07-30,350,30,809,924,56661,0
1038,2019-07-30,350,30,809,924,59236,0
1039,2015-04-28,351,37,808,905,104238,0
1040,2015-11-23,351,37,814,905,109449,0
1041,2016-08-12,351,37,811,905,114661,0
1042,2017-08-09,351,37,809,905,119873,0
1043,2018-10-26,351,37,820,924,125085,0
1044,2018-03-03,352,31,811,903,98047,0
1045,2019-06-22,352,14,811,903,102949,0
1046,2020-06-26,352,14,811,903,107851,0
1047,2022-01-02,353,32,816,925,97742,0
1048,2023-04-09,353,32,816,925,102629,0
1049,2023-11-14,353,32,804,925,107516,0
1050,2024-10-18,353,24,804,925,112403,0
1051,2026-02-15,353,24,804,925,117290,0
1052,2016-08-02,354,12,813,922,42643,0
1053,2017-03-09,354,12,815,903,44775,1
1054,2015-11-14,355,19,800,924,40648,0
1055,2016-10-04,356,37,808,918,73591,0
1056,2016-03-27,357,36,818,924,29832,0
1057,2023-04-06,358,13,806,916,90221,0
1058,2019-11-19,359,16,816,907,81422,0
1059,2020-07-13,359,16,816,907,85493,0
1060,2021-10-02,359,16,811,907,89564,0
1061,2022-04-20,359,19,815,907,93635,0
1062,2019-12-04,360,16,802,926,90347,0
1063,2021-05-14,360,31,802,926,94864,0
1064,2022-01-02,360,31,802,926,99381,1
1065,2015-11-08,361,21,806,910,54248,0
1066,2017-03-06,361,21,806,910,56960,0
1067,2019-02-13,362,25,819,912,91508,0
1068,2020-04-29,362,18,814,912,96083,0
1069,2021-02-21,362,13,814,912,100658,0
1070,2021-09-23,362,15,814,912,105234,0
1071,2020-08-24,363,35,814,906,66477,0
1072,2022-01-24,363,35,814,906,69800,0
1073,2023-04-25,363,35,814,913,73124,0
1074,2023-12-21,363,35,814,913,76448,0
1075,2025-02-08,363,35,805,913,79772,0
1076,2021-07-04,364,31,815,921,100585,0
1077,2019-07-08,365,18,815,918,77518,0
1078,2016-07-25,366,36,811,911,104541,1
1079,2019-01-24,367,11,807,907,58752,0
1080,2020-06-18,367,32,807,909,61689,0
1081,2021-02-11,367,20,807,921,64627,0
1082,2022-03-14,367,20,807,921,67564,0
1083,2016-03-22,368,35,815,903,118552,0
1084,2017-08-29,368,35,815,903,124479,0
1085,2018-08-17,368,35,809,903,130407,0
1086,2019-10-25,368,35,809,925,136334,0
1087,2021-01-21,368,28,808,925,142262,0
1088,2015-11-18,369,28,816,915,83981,0
1089,2016-08-31,369,36,816,915,88180,0
1090,2017-07-30,369,36,816,915,92379,0
1091,2022-03-02,370,32,816,925,52450,0
1092,2022-04-12,371,27,819,925,84849,0
1093,2023-07-25,371,16,819,925,89091,0
1094,2024-04-05,371,16,809,925,93333,0
1095,2022-05-16,372,15,808,921,106804,0
1096,2023-03-12,372,16,808,925,112144,0
1097,2024-02-13,372,16,808,925,117484,0
1098,2022-07-06,373,27,805,920,33535,0
1099,2023-09-07,373,38,805,919,35211,0
1100,2024-08-04,373,38,805,919,36888,0
1101,2017-10-09,374,13,818,923,93568,0
1102,2018-06-07,374,13,818,923,98246,0
1103,2018-10-26,375,36,818,923,79111,0
1104,2019-08-22,375,36,818,923,83066,0
1105,2020-06-06,375,36,818,923,87022,0
1106,2019-11-17,376,25,807,908,46993,0
1107,2020-11-16,376,25,807,908,49342,0
1108,2022-04-10,376,25,807,908,51692,0
1109,2023-09-11,376,39,807,908,54041,0
1110,2024-07-09,376,39,812,908,56391,0
1111,2017-12-28,377,19,802,926,58862,0
1112,2018-11-25,377,19,805,926,61805,0
1113,2020-04-17,377,37,805,924,64748,0
1114,2021-06-22,377,37,805,924,67691,0
1115,2019-11-05,378,29,817,923,70830,0
1116,2020-12-21,378,29,817,923,74371,0
1117,2021-09-21,378,29,817,923,77913,0
1118,2020-12-01,379,32,820,924,45051,0
1119,2022-03-30,379,32,820,924,47303,0
1120,2016-01-27,380,23,811,905,79576,0
1121,2017-02-03,380,23,811,905,83554,0
1122,2017-05-08,381,18,805,901,80564,0
1123,2018-09-16,381,18,805,911,84592,0
1124,2019-06-10,381,32,805,911,88620,0
1125,2020-07-26,381,32,805,911,92648,0
1126,2021-11-08,382,16,809,923,116760,0
1127,2022-08-11,382,16,809,923,122598,0
1128,2016-02-02,383,10,815,904,70368,0
1129,2017-07-20,383,10,815,904,73886,0
1130,2018-08-20,383,10,815,901,77404,0
1131,2019-03-14,383,10,815,901,80923,0
1132,2015-03-09,384,18,816,919,77930,0
1133,2017-02-19,385,18,805,916,92597,0
1134,2018-02-07,385,20,805,916,97226,0
1135,2019-03-15,385,20,803,916,101856,0
1136,2020-05-23,385,20,803,916,106486,0
1137,2021-06-27,385,20,808,916,111116,0
1138,2016-10-27,386,27,820,925,85670,0
1139,2017-05-22,386,27,801,908,89953,0
1140,2018-02-09,386,27,801,908,94237,0
1141,2019-04-18,386,27,811,908,98520,0
1142,2017-05-30,387,37,809,905,50058,0
1143,2021-01-09,388,34,818,905,82580,0
1144,2018-04-25,389,31,803,912,76963,0
1145,2020-03-20,390,30,808,919,114246,0
1146,2020-09-18,390,29,808,919,119958,0
1147,2021-08-30,390,29,808,919,125670,0
1148,2022-12-14,390,29,801,919,131382,0
1149,2017-10-26,391,40,812,902,30688,0
1150,2018-08-08,391,40,812,902,32222,0
1151,2016-08-06,392,21,803,926,76163,0
1152,2017-10-22,392,21,814,926,79971,0
1153,2019-02-02,392,23,814,926,83779,0
1154,2020-06-10,392,23,820,910,87587,0
1155,2021-08-01,392,23,820,910,91395,0
1156,2016-01-06,393,39,815,909,47478,0
1157,2016-09-07,393,39,815,909,49851,0
1158,2017-10-10,393,39,801,909,52225,0
1159,2018-12-26,393,39,813,909,54599,0
1160,2016-05-27,394,33,814,905,51882,0
1161,2022-02-14,395,35,808,910,52535,0
1162,2022-11-29,395,35,819,910,55161,0
1163,2024-01-05,395,13,819,920,57788,0
1164,2025-03-04,395,13,819,920,60415,0
1165,2018-07-09,396,12,804,904,29818,0
1166,2019-04-12,396,12,800,904,31308,0
1167,2019-10-22,396,17,820,904,32799,0
1168,2021-03-05,396,17,820,924,34290,0
1169,2020-07-25,397,25,800,925,86918,0
1170,2021-11-16,397,25,809,925,91263,0
1171,2022-06-10,397,37,809,925,95609,0
1172,2023-07-07,397,37,809,925,99955,0
1173,2022-09-26,398,38,815,907,35956,0
1174,2023-12-20,398,38,818,926,37753,0
1175,2025-05-14,398,38,818,926,39551,0
1176,2024-06-08,398,38,818,909,41349,0
1177,2026-01-12,398,38,818,909,43147,0
1178,2016-08-06,399,38,809,923,79166,0
1179,2017-09-03,399,38,809,923,83124,0
1180,2018-10-29,399,38,809,923,87082,0
1181,2019-09-18,399,25,809,923,91040,0
1182,2018-07-13,400,17,806,917,34166,0
1183,2019-01-18,400,17,806,917,35874,0
1184,2019-10-14,400,17,806,902,37582,0
1185,2020-09-30,400,17,806,902,39290,0
1186,2018-02-15,401,38,804,925,118457,0
1187,2019-05-04,401,11,804,925,124379,0
1188,2020-06-11,401,11,804,925,130302,0
1189,2021-01-31,401,11,804,925,136225,0
1190,2021-09-20,401,13,804,925,142148,1
1191,2020-10-19,402,25,803,904,112815,0
1192,2021-10-20,402,37,803,904,118455,0
1193,2022-11-16,402,36,803,904,124096,0
1194,2023-11-05,402,21,805,904,129737,0
1195,2017-09-07,403,14,813,913,81648,0
1196,2018-10-26,403,14,813,913,85730,0
1197,2019-05-09,403,14,813,913,89812,0
1198,2020-07-26,403,20,813,913,93895,0
1199,2015-10-10,404,30,816,909,82959,0
1200,2016-10-29,404,30,816,909,87106,0
1201,2017-10-04,404,18,816,909,91254,0
1202,2019-02-08,404,18,816,909,95402,0
1203,2019-11-20,404,18,816,909,99550,0
1204,2018-07-05,405,12,801,917,71842,0
1205,2019-07-19,405,12,801,917,75434,0
1206,2015-05-22,406,10,817,918,61907,0
1207,2016-03-20,406,10,817,918,65002,0
1208,2015-08-30,407,34,820,903,86816,0
1209,2021-06-20,408,32,820,921,97899,0
1210,2022-10-17,408,32,809,921,102793,0
1211,2024-02-02,408,32,809,921,107688,0
1212,2024-12-04,408,32,816,921,112583,0
1213,2025-12-03,408,23,816,921,117478,1
1214,2022-09-19,409,26,812,918,101265,0
1215,2023-12-08,409,26,812,918,106328,0
1216,2025-04-26,409,26,812,918,111391,0
1217,2016-07-29,410,40,816,925,97355,0
1218,2017-03-26,410,40,816,905,102222,0
1219,2018-07-05,410,40,816,905,107090,0
1220,2019-07-29,410,40,811,904,111958,1
1221,2016-09-20,411,35,818,913,34376,0
1222,2017-08-22,411,35,818,913,36094,0
1223,2018-08-07,412,28,814,926,72279,0
1224,2019-08-15,412,28,814,926,75892,0
1225,2020-04-21,412,28,814,926,79506,0
1226,2021-06-04,412,29,810,926,83120,0
1227,2022-06-28,412,29,810,926,86734,1
1228,2023-01-21,413,10,818,920,68481,0
1229,2024-05-02,413,10,818,919,71905,0
1230,2015-05-03,414,13,817,905,30486,0
1231,2016-03-18,414,13,817,905,32010,0
1232,2017-07-07,414,13,817,905,33534,0
1233,2018-07-27,414,13,817,905,35058,0
1234,2019-07-16,414,13,817,905,36583,0
1235,2017-12-28,415,34,802,904,68212,0
1236,2019-01-20,415,40,802,904,71622,1
1237,2018-01-07,416,22,803,901,54549,0
1238,2018-11-05,416,22,803,901,57276,0
1239,2020-01-17,416,11,803,901,60003,0
1240,2018-02-22,417,27,818,921,41305,0
1241,2022-04-04,418,26,806,925,46660,0
1242,2020-03-11,419,11,800,926,88902,0
1243,2021-07-21,419,39,805,926,93347,0
1244,2022-06-05,419,39,805,926,97792,0
1245,2023-05-30,419,39,805,926,102237,0
1246,2024-04-18,419,39,817,926,106682,0
1247,2017-06-28,420,29,816,925,69720,0
1248,2018-12-09,420,29,816,925,73206,0
1249,2020-01-24,420,29,810,925,76692,0
1250,2021-05-24,420,29,810,925,80178,0
1251,2021-05-11,421,38,815,924,79483,0
1252,2022-08-09,421,38,820,924,83457,0
1253,2024-01-14,421,36,820,924,87431,0
1254,2025-05-15,421,36,820,924,91405,0
1255,2015-05-08,422,34,808,921,74900,0
1256,2016-02-10,422,34,819,921,78645,0
