campaign_fact_id,date,campaign_key,product_key,channel_key,region_key,spend,leads_generated,impressions
3977,2023-03-01,34,60,618,405,2922.91,27,11058
3978,2023-03-01,19,2,618,405,5710.39,33,37476
3979,2023-03-01,42,56,613,401,5624.5,16,79250
3980,2023-03-01,52,48,616,400,6195.49,28,465276
3981,2023-03-01,35,62,607,401,7616.36,30,52542
3982,2023-03-01,6,9,608,403,4898.21,78,64074
3983,2023-03-02,41,14,600,407,8185.89,19,81931
3984,2023-03-02,30,13,601,409,2112.75,154,51953
3985,2023-03-02,28,39,604,405,7848.87,24,18985
3986,2023-03-02,42,1,604,406,8397.71,52,12609
3987,2023-03-02,60,10,611,404,8584.12,28,202852
3988,2023-03-02,1,52,601,400,798.65,32,34250
3989,2023-03-02,33,56,610,410,18827.65,15,464576
3990,2023-03-03,44,42,604,402,3594.76,33,6768
3991,2023-03-03,19,20,600,406,7315.15,7,11756
3992,2023-03-03,21,10,608,405,7646.82,28,12502
3993,2023-03-03,7,52,613,403,2852.26,76,28435
3994,2023-03-03,9,18,604,404,1336.22,75,12126
3995,2023-03-04,9,24,605,400,4351.94,27,95854
3996,2023-03-04,2,13,619,400,8653.03,24,37228
3997,2023-03-04,17,40,606,403,9486.39,34,1993
3998,2023-03-04,42,23,611,402,5653.21,24,38138
3999,2023-03-04,11,32,619,404,6361.96,31,49516
4000,2023-03-04,19,43,604,403,5955.63,55,9358
4001,2023-03-04,20,39,619,407,7566.56,5,16354
4002,2023-03-04,17,56,613,403,5479.09,8,43229
4003,2023-03-04,23,32,613,407,6729.92,70,91933
4004,2023-03-04,58,32,608,410,6155.64,56,33245
4005,2023-03-04,40,61,607,405,9285.79,31,53857
4006,2023-03-04,45,23,612,406,4338.34,52,83756
4007,2023-03-04,55,9,608,407,20280.61,17,182683
4008,2023-03-04,24,32,620,408,1545.21,63,64590
4009,2023-03-05,7,35,615,405,2972.58,61,86232
4010,2023-03-05,45,48,605,404,8903.41,44,61617
4011,2023-03-05,28,41,607,405,5750.81,93,26683
4012,2023-03-05,49,44,607,402,2448.18,103,9091
4013,2023-03-05,60,20,609,401,11775.1,7,182131
4014,2023-03-05,42,59,620,411,9406.11,35,91958
4015,2023-03-05,36,29,610,404,2912.52,46,63847
4016,2023-03-05,36,43,616,411,4862.49,13,64127
4017,2023-03-05,51,13,612,411,15768.0,14,396488
4018,2023-03-06,38,31,619,409,7768.46,79,96150
4019,2023-03-06,5,54,603,405,8744.0,74,20918
4020,2023-03-06,7,51,616,410,2770.61,69,21584
4021,2023-03-06,2,32,600,407,8257.63,70,27144
4022,2023-03-06,25,8,615,411,2494.42,10,22506
4023,2023-03-06,18,55,615,408,13749.87,6,41433
4024,2023-03-06,58,18,612,411,3475.89,36,25443
4025,2023-03-06,9,16,609,406,8053.79,48,67936
4026,2023-03-06,26,24,610,410,3501.74,28,85779
4027,2023-03-06,54,22,612,411,10930.75,29,312577
4028,2023-03-06,14,25,619,401,7980.12,24,5743
4029,2023-03-06,14,51,618,404,8573.15,10,48762
4030,2023-03-07,12,53,612,411,5797.71,34,10795
4031,2023-03-07,40,53,614,410,1230.17,80,39385
4032,2023-03-07,14,43,607,409,6884.38,16,30534
4033,2023-03-07,7,22,611,409,1247.86,61,42361
4034,2023-03-07,37,35,618,400,7852.77,20,35518
4035,2023-03-07,15,30,608,404,4800.77,31,36590
4036,2023-03-08,52,27,608,408,20891.32,14,123902
4037,2023-03-08,53,34,602,411,6241.53,7,327625
4038,2023-03-08,32,28,601,401,7463.85,44,147784
4039,2023-03-08,7,52,600,404,6205.08,20,13265
4040,2023-03-08,4,40,620,402,9042.69,14,29729
4041,2023-03-08,34,54,613,401,4637.79,79,14322
4042,2023-03-08,48,10,619,409,598.89,57,3365
4043,2023-03-08,8,26,608,408,9057.87,52,49631
4044,2023-03-08,36,34,604,400,2885.77,52,5936
4045,2023-03-08,28,8,615,409,9859.33,22,73656
4046,2023-03-08,54,13,606,408,12643.15,14,26983
4047,2023-03-08,51,62,603,411,22675.19,30,359791
4048,2023-03-08,8,27,604,411,1879.85,73,3637
4049,2023-03-08,9,39,614,410,8806.89,30,78256
4050,2023-03-08,36,12,609,401,2073.08,78,70211
4051,2023-03-09,20,41,604,407,14140.53,13,13445
4052,2023-03-09,14,56,615,408,6790.53,29,24304
4053,2023-03-09,56,55,606,409,6434.95,44,14178
4054,2023-03-09,3,64,609,409,9735.63,58,26005
4055,2023-03-09,51,37,605,403,17828.31,8,282636
4056,2023-03-09,19,7,602,411,5087.09,26,19273
4057,2023-03-09,22,7,613,409,6971.14,33,60926
4058,2023-03-09,5,53,617,404,8327.34,53,31917
4059,2023-03-09,21,23,620,407,7656.34,19,10264
4060,2023-03-09,9,47,609,407,7485.98,18,71150
4061,2023-03-09,38,36,616,408,9234.11,55,65826
4062,2023-03-09,25,37,616,409,9837.77,38,17648
4063,2023-03-09,2,48,603,409,9913.68,53,66713
4064,2023-03-09,29,45,612,403,4290.58,74,48829
4065,2023-03-09,57,19,605,407,6743.36,21,69727
4066,2023-03-10,25,52,604,410,4254.63,84,4017
4067,2023-03-10,17,49,600,407,2293.22,7,10439
4068,2023-03-10,19,36,603,403,2066.22,29,38373
4069,2023-03-10,42,54,605,404,1364.73,75,68337
4070,2023-03-10,50,14,600,400,2921.04,72,7703
4071,2023-03-10,35,8,608,401,5372.75,78,28444
4072,2023-03-10,1,61,613,402,2729.57,24,25953
4073,2023-03-11,56,21,604,403,7856.5,13,58465
4074,2023-03-11,12,20,609,400,8968.65,35,26413
4075,2023-03-11,56,20,616,403,12158.32,24,409883
4076,2023-03-11,39,39,601,400,1036.88,28,82645
4077,2023-03-11,18,58,619,401,4966.25,11,12566
4078,2023-03-11,60,32,611,410,5594.03,29,264845
4079,2023-03-11,13,41,614,402,4141.52,38,43800
4080,2023-03-11,9,1,613,404,2058.94,56,74143
4081,2023-03-11,36,6,619,407,5717.72,13,26728
4082,2023-03-11,60,3,602,400,22899.1,8,426138
4083,2023-03-12,59,43,607,404,3389.62,78,26547
4084,2023-03-12,51,13,620,404,10758.22,22,314953
4085,2023-03-12,52,59,609,411,22675.72,9,388674
4086,2023-03-12,3,23,602,410,5589.45,38,12958
4087,2023-03-12,25,29,611,407,9832.05,13,98301
4088,2023-03-12,15,60,617,409,12050.42,14,11379
4089,2023-03-12,15,57,608,403,12686.25,30,44076
4090,2023-03-12,37,2,610,405,5972.95,54,74616
4091,2023-03-12,51,48,618,409,11121.22,29,110934
4092,2023-03-13,49,36,605,409,2736.98,20,7866
4093,2023-03-13,39,56,618,410,1439.55,48,57092
4094,2023-03-13,58,20,616,409,8209.02,64,11936
4095,2023-03-13,25,9,601,406,1195.21,136,41534
4096,2023-03-13,15,58,608,405,7772.68,7,10439
4097,2023-03-13,26,41,604,407,4729.37,57,19446
4098,2023-03-13,43,9,609,409,9090.26,17,28351
4099,2023-03-13,23,29,620,400,5608.25,34,72771
4100,2023-03-13,47,52,619,409,901.82,98,7517
4101,2023-03-13,19,35,609,407,12060.34,36,16819
4102,2023-03-13,21,2,617,404,7077.81,40,28459
4103,2023-03-13,58,33,605,403,3713.33,10,14182
4104,2023-03-13,18,11,614,411,3638.25,12,26692
4105,2023-03-14,16,51,619,401,6259.17,26,25665
4106,2023-03-14,30,37,618,400,4457.55,73,83806
4107,2023-03-14,52,49,600,402,10551.01,16,337071
4108,2023-03-14,4,31,606,403,6914.43,106,9855
4109,2023-03-14,39,38,611,402,9378.26,20,52225
4110,2023-03-14,41,18,616,406,3037.24,45,12654
4111,2023-03-14,59,18,619,406,4530.79,21,68015
4112,2023-03-14,11,13,615,404,14366.62,13,13586
4113,2023-03-14,2,39,602,406,5176.1,32,25626
4114,2023-03-14,23,31,618,402,9098.62,58,89183
4115,2023-03-15,31,1,612,403,24724.05,16,494015
4116,2023-03-15,3,28,603,403,6277.32,74,15918
4117,2023-03-15,20,46,600,402,3965.91,31,11240
4118,2023-03-15,43,7,603,409,3154.24,41,37740
4119,2023-03-15,24,29,615,409,5384.92,17,10270
4120,2023-03-15,4,3,605,411,6235.91,53,66398
4121,2023-03-15,7,49,604,402,8575.18,87,29621
4122,2023-03-15,18,64,602,408,11619.51,27,44302
4123,2023-03-16,1,58,618,409,8307.06,28,39740
4124,2023-03-16,1,37,611,411,8234.21,37,27919
4125,2023-03-16,48,30,602,406,2127.22,79,8626
4126,2023-03-16,59,10,609,405,4391.6,66,47740
4127,2023-03-16,54,32,614,400,20647.43,8,422405
4128,2023-03-16,19,46,606,410,9985.62,22,1026
4129,2023-03-16,43,58,615,406,9722.77,64,54562
4130,2023-03-16,4,45,605,410,5238.38,63,18768
4131,2023-03-16,9,4,618,402,5983.97,51,72493
4132,2023-03-17,4,53,602,411,6624.53,29,27307
4133,2023-03-17,16,9,603,406,8219.99,40,49548
4134,2023-03-17,60,57,600,406,17583.99,20,431670
4135,2023-03-17,28,27,610,403,2219.35,35,99647
4136,2023-03-17,32,16,617,405,16715.47,7,172382
4137,2023-03-17,25,37,620,408,4308.71,38,75271
4138,2023-03-17,6,11,609,402,6456.47,34,12827
4139,2023-03-17,3,4,607,407,16943.21,61,84684
4140,2023-03-17,49,20,607,411,4486.46,69,3346
4141,2023-03-17,17,56,611,409,10563.17,37,29910
4142,2023-03-17,25,27,604,407,7794.69,117,13139
4143,2023-03-17,7,63,617,403,8213.03,73,64097
4144,2023-03-17,22,10,610,403,9274.15,27,15405
4145,2023-03-18,7,36,600,406,8234.46,30,66094
4146,2023-03-18,26,38,605,406,5006.05,38,58339
4147,2023-03-18,5,19,615,402,9940.81,50,55275
4148,2023-03-18,15,32,615,405,10744.34,25,30290
4149,2023-03-18,40,61,613,404,5760.41,75,48470
4150,2023-03-18,38,55,605,402,3508.14,46,58183
4151,2023-03-19,2,40,613,410,2242.81,10,64168
4152,2023-03-19,38,17,618,406,3942.92,78,53752
4153,2023-03-19,55,15,604,410,6084.73,27,49876
4154,2023-03-19,49,58,613,411,1730.48,96,4791
4155,2023-03-19,48,41,600,409,1602.12,47,5217
4156,2023-03-19,44,35,604,401,2178.91,36,14841
4157,2023-03-20,56,48,600,402,7946.89,11,253462
4158,2023-03-20,58,64,614,408,9855.69,10,47601
4159,2023-03-20,59,45,615,411,6105.14,27,58965
4160,2023-03-20,8,38,620,400,5130.6,36,40169
4161,2023-03-20,42,18,602,404,5075.05,28,41852
4162,2023-03-20,13,57,620,411,13450.8,8,42184
4163,2023-03-20,45,35,610,401,7459.91,60,73994
4164,2023-03-20,26,57,600,406,2774.17,38,97936
4165,2023-03-20,9,55,606,400,2015.41,54,2986
4166,2023-03-20,2,7,616,404,5530.42,44,26580
4167,2023-03-20,25,33,617,403,2841.33,37,65425
4168,2023-03-21,44,49,600,408,2497.47,79,89331
4169,2023-03-21,26,64,620,401,7275.81,58,11143
4170,2023-03-21,55,43,620,410,10063.89,14,327994
4171,2023-03-21,57,18,600,408,9868.35,63,46691
4172,2023-03-21,37,7,603,403,2310.14,57,22265
4173,2023-03-21,59,28,611,400,8423.83,10,20150
4174,2023-03-21,7,43,609,406,1987.52,54,79546
4175,2023-03-21,46,8,617,400,2950.63,77,76790
4176,2023-03-21,37,5,609,404,6742.52,17,46942
4177,2023-03-21,4,35,607,401,8274.28,88,76711
4178,2023-03-21,22,10,606,405,2718.39,46,4597
4179,2023-03-21,33,28,615,404,14161.63,16,365125
4180,2023-03-22,13,6,619,410,2156.29,30,38837
4181,2023-03-22,60,41,612,404,13947.57,20,336350
4182,2023-03-22,36,34,601,401,2897.58,28,30285
4183,2023-03-22,57,60,603,406,9077.12,77,83237
4184,2023-03-22,42,27,615,411,1925.48,21,23985
4185,2023-03-23,34,50,613,408,9799.89,24,21165
4186,2023-03-23,37,61,612,407,4206.23,76,36471
4187,2023-03-23,43,26,605,406,1591.06,15,52054
4188,2023-03-23,56,4,610,408,9147.59,11,233999
4189,2023-03-23,23,9,618,405,4797.84,66,29654
4190,2023-03-23,35,48,607,405,19133.4,61,85825
4191,2023-03-23,42,21,609,402,4491.07,28,22355
4192,2023-03-23,30,62,610,408,1389.83,52,80703
4193,2023-03-23,53,35,613,406,15961.06,24,209061
4194,2023-03-23,1,26,600,402,8098.24,53,36805
4195,2023-03-24,58,60,605,407,7785.55,65,87663
4196,2023-03-24,36,29,608,405,1626.69,57,18025
4197,2023-03-24,11,41,604,408,6818.02,36,9884
4198,2023-03-24,7,31,600,408,5204.04,34,11003
4199,2023-03-24,35,61,604,411,8581.33,102,11798
4200,2023-03-24,36,22,615,407,5222.28,24,25842
4201,2023-03-24,57,38,604,405,2154.45,106,28656
4202,2023-03-25,59,50,606,400,8022.09,34,1112
4203,2023-03-25,29,11,604,401,1432.45,42,13957
4204,2023-03-25,10,25,609,410,3612.41,37,98841
4205,2023-03-25,4,45,615,411,6959.94,70,22312
4206,2023-03-25,49,55,603,410,1949.06,100,8778
4207,2023-03-25,7,49,611,411,6489.23,54,62266
4208,2023-03-25,26,59,613,404,1366.23,58,78683
4209,2023-03-25,55,31,606,404,20579.57,10,10915
4210,2023-03-25,40,47,604,402,9425.52,69,8442
4211,2023-03-25,44,49,611,403,8022.98,35,33894
4212,2023-03-25,9,12,618,401,7842.15,41,91758
4213,2023-03-25,46,2,614,400,4256.61,46,72683
4214,2023-03-25,43,32,613,400,7860.37,52,74597
4215,2023-03-26,38,15,602,405,1334.28,22,15748
4216,2023-03-26,5,51,604,406,1080.22,111,4285
4217,2023-03-26,9,52,611,408,6146.39,36,97742
4218,2023-03-26,17,60,610,409,7924.29,40,18323
4219,2023-03-26,15,41,609,408,8505.12,18,28472
4220,2023-03-26,32,12,619,402,7155.94,23,311245
4221,2023-03-26,31,12,608,406,9849.32,27,364952
4222,2023-03-26,60,53,620,406,22061.28,26,225863
4223,2023-03-26,52,20,600,403,6832.38,20,463160
4224,2023-03-26,9,53,613,405,2316.27,76,28610
4225,2023-03-26,20,51,617,405,5430.31,15,37640
4226,2023-03-26,43,17,609,400,1354.58,14,98513
4227,2023-03-26,43,19,600,408,4520.11,16,21319
4228,2023-03-26,20,49,600,405,3118.21,6,41665
4229,2023-03-26,50,44,608,403,2559.75,83,2876
4230,2023-03-27,42,26,601,410,2179.4,70,40732
4231,2023-03-27,21,54,620,403,4432.5,35,11686
4232,2023-03-27,6,8,601,411,401.83,32,78986
4233,2023-03-27,53,31,602,408,13867.35,8,481219
4234,2023-03-27,1,40,617,400,2561.41,39,54030
4235,2023-03-27,45,36,602,405,5893.8,33,91919
4236,2023-03-27,44,7,619,411,3071.04,43,38917
4237,2023-03-27,41,57,613,406,1796.68,63,61630
4238,2023-03-27,11,4,616,401,3824.3,13,49196
4239,2023-03-27,41,55,616,401,4139.11,48,70144
4240,2023-03-27,58,33,614,400,8846.33,38,19653
4241,2023-03-28,3,45,617,403,7069.09,41,11096
4242,2023-03-28,56,56,615,403,17093.21,24,364156
4243,2023-03-28,19,18,603,408,9598.88,12,25212
4244,2023-03-28,9,55,619,403,5269.34,62,56658
4245,2023-03-28,42,4,603,406,8310.65,64,72775
4246,2023-03-28,45,13,616,407,5308.45,26,96271
4247,2023-03-29,35,28,613,403,4891.98,77,97136
4248,2023-03-29,43,46,600,401,7558.39,60,93870
4249,2023-03-29,11,59,612,402,9697.62,16,32860
4250,2023-03-29,28,56,614,408,8477.22,75,11467
4251,2023-03-29,37,25,614,410,4573.74,60,52580
4252,2023-03-29,11,24,617,410,9828.94,39,44924
4253,2023-03-29,1,60,609,409,6253.59,50,84134
4254,2023-03-29,35,14,604,405,4072.59,106,21885
4255,2023-03-29,30,20,613,405,9770.78,73,59831
4256,2023-03-29,19,4,617,403,13857.75,28,39878
4257,2023-03-29,2,41,600,401,9266.1,47,26357
4258,2023-03-29,50,57,603,406,1324.15,90,4087
4259,2023-03-29,37,9,604,409,9615.4,82,18590
4260,2023-03-30,52,12,617,408,13828.02,25,159847
4261,2023-03-30,54,40,616,406,5787.56,25,289299
4262,2023-03-30,50,6,600,411,2008.67,53,5419
4263,2023-03-30,39,24,616,407,6050.6,72,55820
4264,2023-03-30,41,60,601,410,928.87,24,28519
4265,2023-03-30,38,26,600,401,1915.08,29,54550
4266,2023-03-30,41,2,602,410,5564.58,14,74671
4267,2023-03-30,18,22,618,400,7219.5,27,14780
4268,2023-03-30,12,21,607,403,14609.93,27,12803
4269,2023-03-30,41,3,612,402,8977.92,11,75336
4270,2023-03-31,13,3,604,404,12211.45,43,14303
4271,2023-03-31,46,55,604,404,7315.74,100,17292
4272,2023-03-31,16,61,620,404,14923.85,25,37428
4273,2023-03-31,57,12,620,404,3745.68,57,63478
4274,2023-03-31,44,64,608,400,7483.25,79,74611
4275,2023-03-31,51,27,611,410,11078.58,16,214750
4276,2023-03-31,17,43,602,404,6950.62,32,40977
4277,2023-03-31,35,54,611,408,2787.64,44,76411
4278,2023-03-31,13,38,617,411,13129.95,27,47920
4279,2023-03-31,36,55,620,402,8692.08,73,38289
4280,2023-03-31,28,51,609,408,3818.71,29,13840
4281,2023-03-31,56,59,615,405,15490.5,5,366281
4282,2023-03-31,58,38,607,402,15916.51,93,89964
4283,2023-03-31,36,28,620,404,3706.89,65,88258
4284,2023-03-31,45,44,617,400,4204.28,49,51828
4285,2023-04-01,24,5,619,402,5788.11,61,70749
4286,2023-04-01,11,2,601,407,1368.59,32,44551
4287,2023-04-01,49,26,618,400,2242.36,77,4723
4288,2023-04-01,59,63,604,409,3832.59,81,29225
4289,2023-04-01,41,1,607,408,18656.77,27,65274
4290,2023-04-02,22,45,603,405,1346.06,26,93365
4291,2023-04-02,1,39,610,400,6921.4,22,50848
4292,2023-04-02,14,44,607,401,7621.0,51,44100
4293,2023-04-02,17,30,607,407,20131.45,39,17326
4294,2023-04-02,6,13,603,402,3151.01,55,85511
4295,2023-04-02,2,36,605,406,4221.73,68,44628
4296,2023-04-02,10,56,612,402,8255.12,54,24550
4297,2023-04-03,34,47,615,403,5756.77,80,98722
4298,2023-04-03,23,45,609,405,9591.04,43,92827
4299,2023-04-03,49,56,601,409,767.85,200,2324
4300,2023-04-03,38,30,610,401,1705.53,48,55091
4301,2023-04-03,54,46,610,410,9398.39,19,466234
4302,2023-04-04,60,54,604,407,8729.54,12,95388
4303,2023-04-04,30,26,607,407,6503.24,33,28402
4304,2023-04-04,55,12,610,407,12491.04,18,477037
4305,2023-04-04,47,22,613,404,2707.43,42,7951
4306,2023-04-04,2,33,616,401,5600.48,66,61413
4307,2023-04-05,1,8,613,409,3106.37,65,41522
4308,2023-04-05,2,31,619,409,4024.24,19,67124
4309,2023-04-05,48,64,601,404,401.69,124,9844
4310,2023-04-05,10,17,613,407,3048.08,22,32707
4311,2023-04-05,49,28,608,403,2569.46,87,9693
4312,2023-04-05,3,40,616,405,8651.88,21,96189
4313,2023-04-05,19,20,601,402,2040.26,40,31262
4314,2023-04-06,24,6,604,408,2581.34,60,7209
4315,2023-04-06,16,33,604,407,6703.55,42,10181
4316,2023-04-06,25,60,605,409,6486.7,24,53415
4317,2023-04-06,19,4,609,410,5363.89,10,39166
4318,2023-04-06,55,26,620,404,9974.63,24,295303
4319,2023-04-06,15,11,601,410,3147.38,30,48546
4320,2023-04-06,38,62,615,401,7103.83,23,52033
4321,2023-04-06,2,53,604,410,6260.92,103,26787
4322,2023-04-06,9,50,610,401,9187.32,37,31197
4323,2023-04-07,8,55,604,410,6529.45,24,22795
4324,2023-04-07,32,30,619,402,8134.62,23,388329
4325,2023-04-07,16,51,618,401,12229.0,33,19275
4326,2023-04-07,44,59,613,407,2025.18,13,57052
4327,2023-04-07,9,58,615,400,4978.64,47,55384
4328,2023-04-07,55,11,611,403,6129.59,13,266616
4329,2023-04-07,4,2,605,400,2178.39,58,78254
4330,2023-04-07,16,64,617,409,2444.8,18,25295
4331,2023-04-07,41,45,601,402,1905.0,148,62398
4332,2023-04-07,29,51,601,403,2051.15,32,45677
4333,2023-04-07,1,27,608,406,7163.6,68,99052
4334,2023-04-07,23,39,620,401,5828.23,28,41469
4335,2023-04-07,51,55,617,408,6925.17,7,227709
4336,2023-04-08,43,17,614,402,1645.04,50,23124
4337,2023-04-08,16,32,608,406,2781.38,39,25349
4338,2023-04-08,11,20,600,401,5055.28,40,16079
4339,2023-04-08,24,31,605,400,7938.53,35,99802
4340,2023-04-08,47,10,612,408,803.9,72,4641
4341,2023-04-08,27,2,607,408,12176.13,31,95001
4342,2023-04-08,45,62,607,411,8846.76,16,71060
4343,2023-04-08,48,40,620,407,1571.03,43,1756
4344,2023-04-08,3,3,611,402,1727.13,22,16600
4345,2023-04-08,31,2,614,401,13674.03,13,393930
4346,2023-04-08,24,4,620,410,5798.2,51,23657
4347,2023-04-08,12,28,614,400,8878.12,10,12217
4348,2023-04-08,57,11,619,404,8186.93,48,57422
4349,2023-04-09,60,47,613,409,14452.22,24,307318
4350,2023-04-09,23,44,612,401,6400.36,68,66070
4351,2023-04-09,32,11,607,407,27845.89,39,160989
4352,2023-04-09,45,54,604,406,3164.66,82,18759
4353,2023-04-09,7,18,612,406,9313.0,66,81290
4354,2023-04-09,15,4,611,405,8427.45,34,11451
4355,2023-04-09,13,62,609,400,4156.35,13,19248
4356,2023-04-09,44,37,612,401,3717.33,60,59972
4357,2023-04-09,12,64,613,403,11457.78,5,24454
4358,2023-04-10,8,10,614,406,8012.22,48,32821
4359,2023-04-10,41,14,611,402,3659.69,39,24771
4360,2023-04-10,39,51,617,411,4793.48,63,44331
4361,2023-04-10,31,4,608,406,11263.87,22,396420
4362,2023-04-10,25,62,600,403,4396.64,39,10391
4363,2023-04-10,2,36,617,403,5377.79,39,62633
4364,2023-04-10,47,30,602,405,1941.63,43,3375
4365,2023-04-10,50,15,620,402,1706.39,27,7280
4366,2023-04-10,22,29,608,401,1393.13,43,16537
4367,2023-04-10,25,19,618,401,1737.6,67,32326
4368,2023-04-10,9,21,608,407,2116.69,34,12676
4369,2023-04-10,6,15,614,411,6250.5,61,95459
4370,2023-04-10,4,62,610,410,5033.8,76,96005
4371,2023-04-10,17,62,609,409,9985.91,8,25691
4372,2023-04-10,11,18,603,407,3615.1,22,40801
4373,2023-04-11,51,43,613,405,15335.67,8,389874
4374,2023-04-11,40,14,600,406,1692.73,37,92816
4375,2023-04-11,52,41,613,403,6894.26,18,204918
4376,2023-04-11,54,13,605,409,14219.97,16,284758
4377,2023-04-11,29,23,613,401,4766.97,49,89796
4378,2023-04-11,27,28,615,408,5564.05,21,85229
4379,2023-04-11,54,28,616,411,19210.55,25,404486
4380,2023-04-11,57,7,612,408,9802.27,31,16207
4381,2023-04-11,8,27,620,400,5496.32,64,74717
4382,2023-04-11,23,25,605,401,4501.16,34,65258
4383,2023-04-11,59,16,607,401,10463.72,115,53178
4384,2023-04-12,38,5,601,404,2160.97,34,41807
4385,2023-04-12,31,21,619,405,19994.7,16,370474
4386,2023-04-12,50,43,616,403,1354.37,73,4840
4387,2023-04-12,44,16,604,407,8655.5,55,26740
4388,2023-04-12,41,20,604,405,7994.76,79,7161
4389,2023-04-12,29,35,602,409,7305.07,33,52293
4390,2023-04-12,36,9,620,411,8587.38,42,74688
4391,2023-04-12,56,54,605,401,21378.01,10,470497
4392,2023-04-12,13,52,601,401,3315.23,60,20287
4393,2023-04-13,39,34,611,404,1879.01,36,82726
4394,2023-04-13,17,41,607,401,12162.73,27,8455
4395,2023-04-13,39,32,600,407,6380.34,76,96701
4396,2023-04-13,48,44,619,400,2126.53,74,6011
4397,2023-04-13,24,60,604,410,3498.09,21,25114
4398,2023-04-13,48,23,603,407,1708.64,44,6384
4399,2023-04-13,42,12,613,406,5574.0,18,37026
4400,2023-04-13,14,61,606,406,7886.68,70,1391
4401,2023-04-13,8,62,607,411,7287.22,16,33626
4402,2023-04-13,20,17,620,402,10402.41,22,11164
4403,2023-04-13,45,30,601,406,2119.02,82,34225
4404,2023-04-13,47,31,613,405,1271.35,21,2542
4405,2023-04-13,58,13,620,404,3611.7,31,48866
4406,2023-04-13,49,35,604,410,2963.12,34,1073
4407,2023-04-14,16,48,600,411,9812.0,33,31958
4408,2023-04-14,23,12,603,410,7622.55,64,96162
4409,2023-04-14,5,44,613,404,1072.58,46,23506
4410,2023-04-14,20,64,611,403,10072.96,9,17617
4411,2023-04-14,30,5,610,404,8477.36,27,49332
4412,2023-04-14,54,42,602,410,17668.75,6,366637
4413,2023-04-14,59,23,612,401,7006.58,19,13560
4414,2023-04-14,42,26,610,406,3875.72,44,33755
4415,2023-04-14,48,23,601,410,867.61,100,8868
4416,2023-04-15,46,49,613,409,6975.69,64,88636
4417,2023-04-15,12,22,618,405,5038.46,39,30147
4418,2023-04-15,6,33,602,401,6626.01,79,35149
4419,2023-04-15,39,3,619,403,8050.97,49,26622
4420,2023-04-15,18,20,609,400,6921.11,16,38579
4421,2023-04-15,48,25,608,406,978.29,58,9476
4422,2023-04-15,35,30,607,404,5756.37,85,23438
4423,2023-04-15,48,49,613,409,1136.0,24,9318
4424,2023-04-15,28,47,609,402,3558.51,32,60294
4425,2023-04-15,40,18,617,405,4091.73,67,45256
4426,2023-04-15,14,44,600,409,13205.59,15,41663
4427,2023-04-16,58,48,619,404,8912.24,71,92779
4428,2023-04-16,56,2,607,409,27076.8,36,321223
4429,2023-04-16,19,42,606,405,9812.22,70,3153
4430,2023-04-16,22,6,608,407,2121.41,80,78555
4431,2023-04-16,13,1,601,409,3712.86,52,22954
4432,2023-04-16,9,59,606,404,9873.6,122,9742
4433,2023-04-16,25,56,613,407,6301.39,43,69897
4434,2023-04-16,2,53,603,407,7302.52,12,66784
4435,2023-04-16,38,7,602,404,6591.03,20,20589
4436,2023-04-16,2,28,616,404,8165.06,67,23451
4437,2023-04-16,22,51,615,405,4769.48,51,10006
4438,2023-04-16,42,44,602,408,7551.74,64,12621
4439,2023-04-16,44,13,612,407,6959.68,43,83790
4440,2023-04-16,57,24,606,404,7248.65,114,9004
4441,2023-04-16,57,56,618,408,3949.0,45,52494
4442,2023-04-17,42,43,613,406,8711.85,39,73500
4443,2023-04-17,22,40,601,402,2527.02,86,33323
4444,2023-04-17,51,56,602,407,21628.78,22,408190
4445,2023-04-17,11,43,614,401,5908.62,7,13523
4446,2023-04-17,22,8,607,408,7827.07,108,66076
4447,2023-04-18,49,49,609,408,2981.79,29,7738
4448,2023-04-18,49,32,616,410,1218.81,51,7671
4449,2023-04-18,56,7,612,403,11461.53,16,215728
4450,2023-04-18,2,11,600,401,8651.38,28,67576
4451,2023-04-18,36,49,619,405,1756.53,36,10201
4452,2023-04-18,49,38,620,408,2649.14,38,9023
4453,2023-04-18,30,45,616,406,7830.88,16,38342
4454,2023-04-19,21,54,604,400,9508.19,96,11478
4455,2023-04-19,17,39,609,403,10175.28,21,31408
4456,2023-04-19,33,49,607,403,14198.06,10,453509
4457,2023-04-19,10,26,607,405,9915.4,94,21636
4458,2023-04-19,31,7,614,403,21763.97,19,258048
4459,2023-04-19,18,46,614,407,13519.85,16,49250
4460,2023-04-19,27,18,612,403,9488.81,66,80540
4461,2023-04-19,21,6,616,409,9115.56,80,89358
4462,2023-04-19,32,64,608,407,24323.77,16,421533
4463,2023-04-19,18,37,620,403,14232.34,37,26907
4464,2023-04-19,9,46,606,407,7749.14,84,1360
4465,2023-04-20,31,50,614,406,16151.45,14,113118
4466,2023-04-20,17,20,600,407,7476.26,27,10276
4467,2023-04-20,20,57,611,403,5874.62,9,25780
4468,2023-04-20,49,61,606,410,2442.39,54,195
4469,2023-04-20,51,5,620,411,5930.23,13,487173
4470,2023-04-20,3,53,611,406,4213.62,74,29662
4471,2023-04-20,16,38,608,405,5174.16,26,47906
4472,2023-04-20,43,55,611,403,4077.61,33,36251
4473,2023-04-21,9,53,613,400,6681.68,11,14825
4474,2023-04-21,17,60,600,409,11579.21,9,8927
