opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00001259,1259.0,ACC000271,Proyecto Enlace Dedicado 100 Mbps Entel Chile,Closed Won,58114.37,100.0,2023-11-08,2023-03-12,Evento,Cross-Sell,14913.0
OPP00001260,1260.0,ACC000090,JW Marriott Santiago Solucion Empresarial,Proposal,456260.65,61.4,2026-01-09,2025-03-05,Referencia Cliente,Renovacion,11654.0
OPP00001261,1261.0,ACC000293,Metro - IP Publica Fija Implementacion,Proposal,360940.04,61.7,2025-02-26,2024-09-29,Redes Sociales,Upgrade,48361.0
OPP00001262,1262.0,ACC000820,Proyecto Cloud Backup Empresarial Repsol Chile,Qualification,498624.48,47.5,2024-05-01,2024-04-03,WhatsApp,Expansion,41038.0
OPP00001263,1263.0,ACC000546,JW Marriott Santiago Fibra Optica Seguridad de Red,Negotiation,478885.52,75.4,2023-09-14,2022-02-11,Redes Sociales,Cross-Sell,
OPP00001264,1264.0,ACC000693,Mesh WiFi System Corporativo - Oeschle,Closed Won,26517.42,100.0,2025-06-08,2025-02-27,Redes Sociales,Upgrade,47191.0
OPP00001265,1265.0,ACC000334,Universidad de Santiago Upgrade Velocidad,Qualification,318647.64,37.1,2025-01-18,2021-10-30,Web,Cross-Sell,
OPP00001266,1266.0,ACC000007,Caja Valparaiso - Duo 2500 Mbps + WOM TvGo + L1MAX Upgrade Velocidad,Closed Won,308147.68,100.0,2023-04-29,2021-12-15,Referencia Cliente,Nuevo Cliente,
OPP00001267,1267.0,ACC000665,Latam Airlines Chile Red Privada,Closed Lost,219762.67,0.0,2023-08-17,2021-12-19,Partner,Expansion,
OPP00001268,1268.0,ACC000516,Upgrade Velocidad Soporte Empresarial 24/7 - Hotel Libertador,Closed Won,17392.67,100.0,2025-10-28,2022-04-04,Llamada Directa,Renovacion,
OPP00001269,1269.0,ACC000140,Empresas Enterprise 5000 Mbps - Caja Sullana,Negotiation,210714.56,57.7,2023-03-03,2022-06-09,Telemarketing,Upgrade,12109.0
OPP00001270,1270.0,ACC000637,Proyecto Enlace Dedicado 100 Mbps Natura Chile,Closed Lost,136494.03,0.0,2023-06-21,2022-03-04,Llamada Directa,Upgrade,
OPP00001271,1271.0,ACC000269,Primax - Empresas Enterprise 5000 Mbps Implementacion,Negotiation,293138.32,63.2,2024-12-07,2024-06-13,Llamada Directa,Cross-Sell,6998.0
OPP00001272,1272.0,ACC000627,Proyecto Internet Hogar 500 Mbps Gobierno Regional de Temuco,Negotiation,48600.01,70.7,2023-02-07,2022-01-28,Redes Sociales,Expansion,
OPP00001273,1273.0,ACC000119,Indecopi - WiFi 6 Router Upgrade Transformacion Digital,Negotiation,379155.8,74.4,2023-09-24,2023-03-30,Partner,Nuevo Cliente,30220.0
OPP00001274,1274.0,ACC000977,Maestro Proyecto TV Digital,Closed Won,439195.43,100.0,2022-08-19,2022-03-05,Evento,Upgrade,
OPP00001275,1275.0,ACC000089,WiFi 6 Router Upgrade Corporativo - Westin Santiago,Closed Won,43688.54,100.0,2024-05-31,2022-03-02,Referencia Cliente,Renovacion,
OPP00001276,1276.0,ACC000097,Internet Hogar 5000 Mbps Corporativo - Sedalib,Closed Won,210940.25,100.0,2022-04-02,2021-12-25,Redes Sociales,Upgrade,
OPP00001277,1277.0,ACC000674,Internet Hogar 5000 Mbps Corporativo - Cerro Verde,Proposal,113021.66,55.1,2023-05-26,2021-11-15,Redes Sociales,Renovacion,
OPP00001278,1278.0,ACC000180,Despliegue WOM TvGo + L1MAX - Claro Chile,Negotiation,126458.14,62.1,2022-08-28,2022-05-30,Redes Sociales,Nuevo Cliente,2864.0
OPP00001279,1279.0,ACC000202,Proyecto Enlace Dedicado 100 Mbps Mifarma,Closed Won,449378.01,100.0,2023-01-09,2022-05-20,Telemarketing,Renovacion,9880.0
OPP00001280,1280.0,ACC000042,MiBanco Solucion Empresarial,Negotiation,102843.6,52.4,2022-04-12,2021-11-24,Llamada Directa,Upgrade,
OPP00001281,1281.0,ACC000878,Proyecto Empresas Professional 1500 Mbps Promart,Qualification,191957.7,27.6,2023-07-06,2021-11-16,Telemarketing,Expansion,
OPP00001282,1282.0,ACC000475,Gobierno Regional de Copiapo - Mesh WiFi System Red Privada,Closed Won,149284.0,100.0,2023-01-02,2022-12-09,Partner,Renovacion,3682.0
OPP00001283,1283.0,ACC000840,Gloria Fibra Optica Proyecto TV Digital,Closed Lost,397947.31,0.0,2024-01-29,2024-02-20,Evento,Renovacion,21741.0
OPP00001284,1284.0,ACC000255,SBS - Duo 5000 Mbps + WOM TvGo + L1MAX Instalacion Fibra,Closed Won,90422.84,100.0,2023-11-21,2022-03-18,Partner,Cross-Sell,
OPP00001285,1285.0,ACC000773,Despliegue Empresas Professional 1500 Mbps - BBVA Chile,Qualification,20372.39,20.7,2023-10-04,2022-02-24,Llamada Directa,Upgrade,
OPP00001286,1286.0,ACC000039,Empresas Business 2500 Mbps Corporativo - Antamina,Discovery,334640.04,12.4,2022-11-12,2022-02-13,WhatsApp,Cross-Sell,
OPP00001287,1287.0,ACC000957,IP Publica Fija - Municipalidad de Valparaiso,Negotiation,98487.43,75.4,2025-05-16,2021-12-02,Redes Sociales,Cross-Sell,
OPP00001288,1288.0,ACC000807,Las Bambas Fibra Optica Upgrade Velocidad,Closed Won,371641.75,100.0,2022-07-01,2022-05-19,Redes Sociales,Expansion,76.0
OPP00001289,1289.0,ACC000062,Seguridad de Red Enlace Dedicado 1 Gbps - Minsur,Proposal,196190.75,64.0,2025-01-28,2024-08-10,Llamada Directa,Cross-Sell,37379.0
OPP00001290,1290.0,ACC000134,Casa Andina Fibra Optica Proyecto TV Digital,Proposal,142293.74,65.1,2024-08-12,2024-04-09,Partner,Upgrade,10735.0
OPP00001291,1291.0,ACC000049,Viva Airlines Expansion Fibra,Prospecting,408169.29,12.5,2024-08-03,2022-02-01,WhatsApp,Renovacion,
OPP00001292,1292.0,ACC000353,Enlace Dedicado 500 Mbps Corporativo - Mifarma,Closed Won,392905.48,100.0,2023-09-04,2021-10-18,Redes Sociales,Cross-Sell,
OPP00001293,1293.0,ACC000781,Proyecto WOM TvGo Premium Caja Temuco,Proposal,52185.53,60.1,2024-12-13,2024-07-01,Web,Nuevo Cliente,29759.0
OPP00001294,1294.0,ACC000084,Volcan Fibra Optica Migracion de Red,Closed Lost,154480.04,0.0,2025-09-17,2021-12-05,Referencia Cliente,Renovacion,
OPP00001295,1295.0,ACC000887,WOM TvGo Premium Corporativo - Sodimac,Qualification,486938.67,27.0,2023-07-07,2022-10-27,Referencia Cliente,Renovacion,29194.0
OPP00001296,1296.0,ACC000505,Scotiabank Chile Conectividad Corporativa,Qualification,210826.32,22.0,2022-07-24,2022-06-03,Evento,Renovacion,14909.0
OPP00001297,1297.0,ACC000856,Caja Temuco Expansion Fibra,Proposal,52488.0,48.9,2025-05-24,2021-12-16,Llamada Directa,Renovacion,
OPP00001298,1298.0,ACC000400,Solucion Empresarial Internet Hogar 1500 Mbps - Caja Rancagua,Qualification,167510.15,32.7,2022-03-09,2021-12-27,Referencia Cliente,Nuevo Cliente,
OPP00001299,1299.0,ACC000226,Expansion Fibra Cloud Backup Empresarial - Antamina,Proposal,83256.98,67.5,2022-12-09,2022-12-06,Web,Upgrade,44170.0
OPP00001300,1300.0,ACC000058,Natura Chile Fibra Optica Transformacion Digital,Negotiation,254648.91,68.3,2022-11-09,2021-12-03,Web,Nuevo Cliente,
OPP00001301,1301.0,ACC000199,Scotiabank Chile Red Privada,Closed Won,278030.13,100.0,2023-02-10,2021-12-25,Evento,Renovacion,
OPP00001302,1302.0,ACC000234,Hotel Libertador - Empresas Enterprise Plus Simetrico Solucion Empresarial,Proposal,167287.91,44.0,2025-08-10,2021-12-25,Llamada Directa,Expansion,
OPP00001303,1303.0,ACC000647,Proyecto Duo 1500 Mbps + WOM TvGo + L1MAX Hilton Santiago,Closed Lost,467149.43,0.0,2023-12-26,2023-07-07,Partner,Renovacion,8100.0
OPP00001304,1304.0,ACC000226,Empresas Enterprise Plus Simetrico Corporativo - PUCP,Closed Lost,59109.24,0.0,2023-04-19,2022-01-06,Partner,Renovacion,
OPP00001305,1305.0,ACC000584,Empresas Professional 1500 Mbps - Gobierno Regional de Copiapo,Prospecting,209277.39,19.1,2023-09-25,2021-11-08,Llamada Directa,Upgrade,
OPP00001306,1306.0,ACC000090,Empresas Business 2500 Mbps - Unique,Closed Lost,154322.27,0.0,2023-10-06,2023-09-02,Web,Nuevo Cliente,21374.0
OPP00001307,1307.0,ACC000313,Osiptel Conectividad Corporativa,Closed Won,376882.36,100.0,2025-12-03,2022-01-25,Telemarketing,Nuevo Cliente,
OPP00001308,1308.0,ACC000162,Clinica Ricardo Palma Fibra Optica Red Privada,Discovery,316896.8,22.7,2022-08-12,2022-03-03,Referencia Cliente,Expansion,
OPP00001309,1309.0,ACC000974,America Movil Chile - Duo 2500 Mbps + WOM TvGo + L1MAX Implementacion,Closed Won,347054.03,100.0,2023-07-13,2022-01-31,WhatsApp,Upgrade,
OPP00001310,1310.0,ACC000212,WOM TvGo Premium Corporativo - Osiptel,Closed Won,295870.84,100.0,2022-04-13,2022-01-01,Telemarketing,Renovacion,
OPP00001311,1311.0,ACC000708,UVK Multicines Instalacion Fibra,Closed Lost,287719.64,0.0,2024-02-20,2024-02-24,Telemarketing,Cross-Sell,45551.0
OPP00001312,1312.0,ACC000986,Soporte Empresarial 24/7 Corporativo - Hotel Libertador,Qualification,222240.67,45.6,2023-10-29,2022-01-08,Partner,Nuevo Cliente,
OPP00001313,1313.0,ACC000493,Proyecto Internet Hogar 500 Mbps Clinica Delgado,Proposal,348633.66,52.9,2026-02-01,2021-12-30,Evento,Renovacion,
OPP00001314,1314.0,ACC000881,Essalud Fibra Optica Infraestructura,Closed Lost,307217.12,0.0,2022-05-02,2022-04-14,Evento,Cross-Sell,7297.0
OPP00001315,1315.0,ACC000643,Empresas Professional 1500 Mbps Corporativo - Yanbal,Closed Lost,347003.2,0.0,2022-10-12,2022-04-21,Referencia Cliente,Nuevo Cliente,1026.0
OPP00001316,1316.0,ACC000116,Clinica Delgado Solucion Empresarial,Qualification,214674.08,42.8,2023-01-30,2022-05-28,Partner,Renovacion,26922.0
OPP00001317,1317.0,ACC000931,Proyecto Enlace Dedicado 1 Gbps Municipalidad de Santiago,Closed Won,336259.64,100.0,2024-05-02,2022-02-19,Telemarketing,Renovacion,
OPP00001318,1318.0,ACC000176,Mesh WiFi System - Westin Santiago,Closed Won,496384.38,100.0,2022-11-10,2022-09-09,Redes Sociales,Nuevo Cliente,23431.0
OPP00001319,1319.0,ACC000305,Internet Hogar 500 Mbps Corporativo - Ministerio de Salud,Discovery,488810.93,29.9,2024-07-13,2024-03-21,WhatsApp,Renovacion,29465.0
OPP00001320,1320.0,ACC000212,Proyecto Empresas Enterprise Plus Simetrico Telefonica del Chile,Prospecting,54087.08,17.1,2024-12-31,2024-07-21,Evento,Expansion,9111.0
OPP00001321,1321.0,ACC000448,Las Bambas Fibra Optica Implementacion,Closed Lost,175275.71,0.0,2022-11-28,2022-12-07,Llamada Directa,Upgrade,43150.0
OPP00001322,1322.0,ACC000912,Solucion Empresarial Internet Hogar 5000 Mbps - Caja Sullana,Qualification,428609.43,38.2,2023-01-22,2022-11-27,Telemarketing,Renovacion,21144.0
OPP00001323,1323.0,ACC000173,Empresas Professional 1500 Mbps Corporativo - Minsur,Negotiation,199492.26,70.5,2022-05-10,2022-05-08,Evento,Expansion,45479.0
OPP00001324,1324.0,ACC000904,America Movil Chile Fibra Optica Implementacion,Closed Lost,81878.85,0.0,2023-07-21,2023-01-09,Telemarketing,Cross-Sell,23948.0
OPP00001325,1325.0,ACC000327,UTEC Implementacion,Closed Won,310253.0,100.0,2023-10-23,2022-01-29,Telemarketing,Cross-Sell,
OPP00001326,1326.0,ACC000062,WOM TvGo Premium - Oncosalud,Proposal,362297.35,44.7,2025-07-13,2022-01-04,WhatsApp,Expansion,
OPP00001327,1327.0,ACC000753,Proyecto TV Digital Mesh WiFi System - Ministerio de Salud,Closed Won,475644.38,100.0,2022-03-21,2021-11-07,Partner,Renovacion,
OPP00001328,1328.0,ACC000014,Fibra Corporativa - Hospital Rebagliati,Closed Lost,136443.55,0.0,2024-07-15,2021-11-20,WhatsApp,Nuevo Cliente,
OPP00001329,1329.0,ACC000762,Solucion Empresarial Soporte Empresarial 24/7 - Buenaventura,Qualification,277249.11,37.7,2023-02-23,2022-08-30,Evento,Nuevo Cliente,30811.0
OPP00001330,1330.0,ACC000790,Unique Fibra Optica Proyecto TV Digital,Closed Lost,446636.37,0.0,2022-10-06,2022-05-18,Web,Upgrade,19125.0
OPP00001331,1331.0,ACC000652,Proyecto Internet Hogar 1500 Mbps Essalud,Closed Lost,221751.15,0.0,2024-03-07,2024-02-16,Redes Sociales,Renovacion,47651.0
OPP00001332,1332.0,ACC000652,Hospital Rebagliati Fibra Optica Despliegue,Closed Lost,159478.69,0.0,2023-06-07,2021-11-27,WhatsApp,Upgrade,
OPP00001333,1333.0,ACC000312,Enel Chile Fibra Optica Red Privada,Closed Won,30455.09,100.0,2023-07-10,2022-09-30,Evento,Cross-Sell,3766.0
OPP00001334,1334.0,ACC000610,Proyecto IP Publica Fija Aje Group,Closed Won,207821.81,100.0,2022-12-16,2021-12-19,Partner,Renovacion,
OPP00001335,1335.0,ACC000583,Proyecto Empresas Business 2500 Mbps Ministerio de Salud,Discovery,177943.8,23.6,2025-04-20,2025-03-03,Web,Upgrade,45974.0
OPP00001336,1336.0,ACC000901,Tottus - Duo 1500 Mbps + WOM TvGo + L1MAX Implementacion,Closed Won,199315.24,100.0,2024-03-14,2023-10-04,Partner,Nuevo Cliente,19240.0
OPP00001337,1337.0,ACC000028,Auna Fibra Optica Infraestructura,Closed Won,168022.03,100.0,2025-10-24,2022-01-28,Telemarketing,Expansion,
OPP00001338,1338.0,ACC000025,UPC Fibra Optica Seguridad de Red,Closed Lost,489959.26,0.0,2024-07-21,2023-10-19,Web,Cross-Sell,271.0
OPP00001339,1339.0,ACC000027,Plaza Vea Red Privada,Negotiation,403859.93,52.2,2025-02-18,2024-05-03,Referencia Cliente,Renovacion,15849.0
OPP00001340,1340.0,ACC000685,Empresas Enterprise Plus Simetrico Corporativo - SBS,Closed Lost,388756.72,0.0,2025-09-24,2025-06-17,Referencia Cliente,Cross-Sell,29112.0
OPP00001341,1341.0,ACC000395,Proyecto TV Digital Empresas Business 2500 Mbps - Indecopi,Closed Lost,331015.8,0.0,2023-08-15,2022-10-15,Llamada Directa,Upgrade,10964.0
OPP00001342,1342.0,ACC000016,Implementacion Empresas Enterprise Plus Simetrico - Westin Santiago,Prospecting,95369.2,7.9,2025-01-19,2022-02-19,Llamada Directa,Renovacion,
OPP00001343,1343.0,ACC000097,Enlace Dedicado 1 Gbps - UVK Multicines,Closed Lost,61013.9,0.0,2025-02-16,2021-12-25,Partner,Cross-Sell,
OPP00001344,1344.0,ACC000846,Proyecto Soporte Empresarial 24/7 Westin Santiago,Qualification,286753.48,39.2,2024-03-12,2022-01-09,Evento,Cross-Sell,
OPP00001345,1345.0,ACC000019,Proyecto Internet Hogar 2500 Mbps UTEC,Negotiation,228158.21,52.5,2024-06-23,2023-12-31,Redes Sociales,Upgrade,45270.0
OPP00001346,1346.0,ACC000358,Proyecto Internet Hogar 5000 Mbps Yanbal,Closed Won,225649.02,100.0,2023-04-27,2022-07-22,Partner,Expansion,45164.0
OPP00001347,1347.0,ACC000479,Empresas Business 2500 Mbps Corporativo - Caja Rancagua,Closed Won,387044.27,100.0,2023-08-14,2023-03-25,Evento,Upgrade,16224.0
OPP00001348,1348.0,ACC000262,Upgrade Velocidad Duo 500 Mbps + WOM TvGo - Universidad San Martin,Discovery,348566.35,19.4,2025-07-11,2022-01-22,Telemarketing,Renovacion,
OPP00001349,1349.0,ACC000830,Cineplanet Conectividad Corporativa,Qualification,155198.0,39.7,2022-10-31,2021-11-26,Evento,Expansion,
OPP00001350,1350.0,ACC000173,Empresas Enterprise 5000 Mbps Corporativo - UPC,Closed Won,324368.17,100.0,2023-01-22,2022-12-05,WhatsApp,Cross-Sell,340.0
OPP00001351,1351.0,ACC000272,Gloria Fibra Optica Solucion Empresarial,Closed Lost,8465.72,0.0,2022-11-30,2022-12-18,WhatsApp,Cross-Sell,7519.0
OPP00001352,1352.0,ACC000783,Duo 1500 Mbps + WOM TvGo + L1MAX - JJC Contratistas,Proposal,158589.11,53.6,2024-05-05,2024-01-24,Web,Renovacion,2614.0
OPP00001353,1353.0,ACC000357,Antamina Solucion Empresarial,Closed Won,280604.58,100.0,2025-04-01,2024-08-05,Web,Cross-Sell,5935.0
OPP00001354,1354.0,ACC000955,Proyecto Seguridad Perimetral UTM Universidad de Santiago,Negotiation,333073.15,58.4,2023-07-04,2022-02-15,Partner,Expansion,
OPP00001355,1355.0,ACC000098,Seguridad Perimetral UTM Corporativo - Mifarma,Discovery,45621.3,19.9,2023-04-30,2023-01-02,Partner,Cross-Sell,7502.0
OPP00001356,1356.0,ACC000731,Plaza Vea Seguridad de Red,Closed Lost,173935.15,0.0,2024-05-26,2021-10-19,Redes Sociales,Renovacion,
OPP00001357,1357.0,ACC000749,JJC Contratistas - Mesh WiFi System Proyecto TV Digital,Negotiation,39325.42,78.2,2023-09-25,2022-01-14,Llamada Directa,Cross-Sell,
OPP00001358,1358.0,ACC000301,Inkafarma - Enlace Dedicado 100 Mbps Proyecto TV Digital,Closed Won,158649.19,100.0,2022-12-12,2022-05-10,Evento,Expansion,37211.0
OPP00001359,1359.0,ACC000965,Enel Chile Instalacion Fibra,Proposal,208804.8,54.5,2025-03-29,2025-03-28,WhatsApp,Cross-Sell,352.0
OPP00001360,1360.0,ACC000768,Despliegue VPN Segura Corporativa - Interbank,Closed Won,169458.16,100.0,2023-07-14,2022-10-17,Telemarketing,Upgrade,14046.0
OPP00001361,1361.0,ACC000947,Seguridad Perimetral UTM - UTEC,Discovery,498807.66,10.8,2024-06-07,2024-06-07,WhatsApp,Nuevo Cliente,15302.0
OPP00001362,1362.0,ACC000897,Cosapi Fibra Optica Instalacion Fibra,Prospecting,176676.16,9.5,2022-03-04,2021-11-22,Web,Upgrade,
OPP00001363,1363.0,ACC000692,Expansion Fibra Duo 5000 Mbps + WOM TvGo + L1MAX - Gobierno Regional de Copiapo,Closed Won,74652.9,100.0,2024-10-15,2024-08-24,WhatsApp,Expansion,11723.0
OPP00001364,1364.0,ACC000358,Saga Falabella - Empresas Business 2500 Mbps Upgrade Velocidad,Closed Won,188991.47,100.0,2022-08-16,2021-12-11,Llamada Directa,Upgrade,
OPP00001365,1365.0,ACC000215,Volcan Conectividad Corporativa,Discovery,213880.88,11.0,2024-06-22,2021-10-29,Web,Upgrade,
OPP00001366,1366.0,ACC000944,Instalacion Fibra Internet Hogar 2500 Mbps - Las Bambas,Closed Lost,401641.27,0.0,2023-01-29,2021-12-10,Telemarketing,Cross-Sell,
OPP00001367,1367.0,ACC000860,Proyecto Enlace Dedicado 1 Gbps Primax,Closed Won,72064.07,100.0,2026-01-08,2025-07-27,Web,Nuevo Cliente,40101.0
OPP00001368,1368.0,ACC000906,Latam Airlines Chile Fibra Optica Despliegue,Qualification,363807.12,26.1,2022-09-01,2021-11-25,Telemarketing,Nuevo Cliente,
OPP00001369,1369.0,ACC000867,Despliegue Duo 500 Mbps + WOM TvGo - Mifarma,Closed Won,19559.1,100.0,2024-09-19,2022-02-19,Evento,Cross-Sell,
OPP00001370,1370.0,ACC000377,Seguridad Perimetral UTM Corporativo - Universidad de Santiago,Proposal,194087.68,56.9,2024-09-07,2024-02-09,WhatsApp,Upgrade,36957.0
OPP00001371,1371.0,ACC000027,Clinica San Pablo Instalacion Fibra,Negotiation,59065.46,50.7,2025-04-07,2024-06-28,Redes Sociales,Upgrade,38706.0
OPP00001372,1372.0,ACC000990,UPN Fibra Optica Upgrade Velocidad,Discovery,403172.63,12.6,2024-06-28,2024-05-09,Web,Nuevo Cliente,30382.0
OPP00001373,1373.0,ACC000847,Repsol Chile Conectividad Corporativa,Closed Lost,433243.95,0.0,2022-07-20,2022-06-18,Evento,Renovacion,20482.0
OPP00001374,1374.0,ACC000777,SIS Fibra Optica Despliegue,Proposal,93627.59,62.6,2022-12-18,2022-12-19,Referencia Cliente,Renovacion,29474.0
OPP00001375,1375.0,ACC000019,Proyecto TV Digital Internet Hogar 1500 Mbps - JJC Contratistas,Prospecting,80311.62,10.6,2023-07-25,2023-06-06,Partner,Nuevo Cliente,41507.0
OPP00001376,1376.0,ACC000119,Seguridad Perimetral UTM - Graña y Montero,Proposal,265305.12,64.0,2023-05-15,2022-11-23,Partner,Expansion,22972.0
OPP00001377,1377.0,ACC000211,Mesh WiFi System - Ministerio de Salud,Closed Won,481104.14,100.0,2025-12-01,2022-02-21,Referencia Cliente,Expansion,
OPP00001378,1378.0,ACC000523,Caja Rancagua Fibra Optica Instalacion Fibra,Closed Lost,149738.32,0.0,2023-09-27,2022-02-06,Web,Cross-Sell,
OPP00001379,1379.0,ACC000958,Viva Airlines - Internet Hogar 5000 Mbps Proyecto TV Digital,Qualification,147068.13,34.1,2023-01-29,2022-03-12,Referencia Cliente,Renovacion,
OPP00001380,1380.0,ACC000708,Clinica Delgado - Internet Hogar 5000 Mbps Transformacion Digital,Closed Won,295097.38,100.0,2023-07-31,2023-05-12,Web,Upgrade,45648.0
OPP00001381,1381.0,ACC000655,Universidad Cesar Vallejo Fibra Optica Upgrade Velocidad,Prospecting,263124.69,5.2,2023-12-09,2021-10-22,Llamada Directa,Upgrade,
OPP00001382,1382.0,ACC000231,Red Privada Fibra Corporativa - Interbank,Proposal,443619.48,63.7,2023-04-28,2021-12-18,Evento,Upgrade,
OPP00001383,1383.0,ACC000745,Tottus Fibra Optica Red Privada,Closed Lost,109177.95,0.0,2024-01-31,2022-02-14,Redes Sociales,Renovacion,
OPP00001384,1384.0,ACC000122,Proyecto WOM TvGo Premium Graña y Montero,Discovery,480447.94,24.9,2023-05-29,2022-08-25,Telemarketing,Cross-Sell,28078.0
OPP00001385,1385.0,ACC000021,Cloud Backup Empresarial Corporativo - Entel Chile,Prospecting,41466.94,5.2,2025-06-24,2024-11-14,Partner,Upgrade,8788.0
OPP00001386,1386.0,ACC000057,Proyecto Internet Hogar 5000 Mbps Hospital Rebagliati,Discovery,140682.42,12.0,2022-04-26,2022-05-03,WhatsApp,Upgrade,17468.0
OPP00001387,1387.0,ACC000641,Internet Hogar 5000 Mbps Corporativo - Ripley,Closed Won,388879.0,100.0,2025-09-17,2021-11-26,Referencia Cliente,Cross-Sell,
OPP00001388,1388.0,ACC000742,Proyecto Internet Hogar 5000 Mbps Universidad San Martin,Closed Won,15828.04,100.0,2022-11-26,2021-12-12,Web,Renovacion,
OPP00001389,1389.0,ACC000548,Duo 2500 Mbps + WOM TvGo + L1MAX Corporativo - Auna,Discovery,141111.83,19.3,2025-05-29,2022-02-23,WhatsApp,Upgrade,
OPP00001390,1390.0,ACC000005,Aje Group Fibra Optica Expansion Fibra,Closed Lost,368238.05,0.0,2025-07-20,2022-03-14,Llamada Directa,Expansion,
OPP00001391,1391.0,ACC000548,Enlace Dedicado 500 Mbps - PUCP,Closed Won,119820.4,100.0,2022-07-22,2022-03-10,WhatsApp,Nuevo Cliente,
OPP00001392,1392.0,ACC000767,Universidad Cesar Vallejo Fibra Optica Solucion Empresarial,Qualification,171633.16,46.1,2025-03-31,2021-11-06,Partner,Expansion,
OPP00001393,1393.0,ACC000484,IP Publica Fija - Oncosalud,Qualification,277349.93,21.6,2022-07-18,2022-08-05,Telemarketing,Renovacion,37422.0
OPP00001394,1394.0,ACC000865,Internet Hogar 500 Mbps - Plaza Vea,Qualification,24308.45,40.8,2025-12-03,2025-02-17,Web,Nuevo Cliente,43112.0
OPP00001395,1395.0,ACC000819,Boticas BTL Red Privada,Closed Won,26072.97,100.0,2026-01-03,2021-11-18,Llamada Directa,Cross-Sell,
OPP00001396,1396.0,ACC000406,Internet Hogar 2500 Mbps - Petroperu,Discovery,320750.5,14.6,2023-10-10,2022-02-21,Redes Sociales,Nuevo Cliente,
OPP00001397,1397.0,ACC000808,Infraestructura VPN Segura Corporativa - Tottus,Closed Won,71351.44,100.0,2022-11-22,2022-07-23,Evento,Expansion,2023.0
OPP00001398,1398.0,ACC000935,Expansion Fibra Soporte Empresarial 24/7 - Cineplanet,Proposal,394794.64,52.3,2023-05-20,2023-05-02,Telemarketing,Renovacion,45099.0
OPP00001399,1399.0,ACC000009,Empresas Professional 1500 Mbps - Caja Rancagua,Closed Won,477527.63,100.0,2022-08-27,2022-09-05,Referencia Cliente,Renovacion,28565.0
OPP00001400,1400.0,ACC000818,Instalacion Fibra Duo 1500 Mbps + WOM TvGo + L1MAX - Buenaventura,Negotiation,72840.75,50.4,2024-09-26,2021-12-17,Evento,Renovacion,
OPP00001401,1401.0,ACC000569,Bitel Fibra Optica Despliegue,Negotiation,51315.61,71.6,2022-04-06,2022-04-28,Referencia Cliente,Renovacion,39120.0
OPP00001402,1402.0,ACC000968,Internet Hogar 5000 Mbps - Sunat,Discovery,55389.87,21.5,2023-04-27,2021-12-08,Partner,Expansion,
OPP00001403,1403.0,ACC000871,Ministerio de Salud Fibra Optica Upgrade Velocidad,Closed Lost,66568.96,0.0,2025-11-12,2025-01-05,Web,Renovacion,35428.0
OPP00001404,1404.0,ACC000453,Aje Group - Duo 1500 Mbps + WOM TvGo + L1MAX Despliegue,Closed Lost,71301.24,0.0,2024-09-29,2022-01-15,WhatsApp,Expansion,
OPP00001405,1405.0,ACC000994,Mesh WiFi System - Hospital Loayza,Closed Lost,485399.13,0.0,2023-02-06,2021-12-11,WhatsApp,Upgrade,
OPP00001406,1406.0,ACC000949,Empresas Enterprise Plus Simetrico - UPC,Closed Lost,306988.85,0.0,2023-07-26,2023-08-02,Llamada Directa,Expansion,28268.0
OPP00001407,1407.0,ACC000132,Proyecto TV Digital Enlace Dedicado 100 Mbps - Cineplanet,Closed Won,489113.35,100.0,2022-10-31,2022-10-23,Web,Renovacion,16247.0
OPP00001408,1408.0,ACC000284,Enlace Dedicado 100 Mbps Corporativo - Inkafarma,Qualification,176588.22,45.2,2026-02-01,2025-08-24,Evento,Renovacion,40066.0
OPP00001409,1409.0,ACC000002,Enlace Dedicado 500 Mbps - Universidad de Santiago,Closed Won,253564.49,100.0,2024-02-15,2021-12-16,WhatsApp,Expansion,
OPP00001410,1410.0,ACC000632,Duo 500 Mbps + WOM TvGo - Hospital Rebagliati,Closed Lost,366019.49,0.0,2023-08-18,2022-02-20,WhatsApp,Nuevo Cliente,
OPP00001411,1411.0,ACC000563,Proyecto Duo 1500 Mbps + WOM TvGo + L1MAX Entel Chile,Proposal,149210.7,43.6,2024-10-12,2024-03-18,Llamada Directa,Cross-Sell,11790.0
OPP00001412,1412.0,ACC000642,Sedalib Fibra Optica Seguridad de Red,Prospecting,293825.91,7.2,2022-08-16,2022-04-10,Referencia Cliente,Upgrade,12775.0
OPP00001413,1413.0,ACC000440,Country Club Santiago - Enlace Dedicado 1 Gbps Upgrade Velocidad,Qualification,102012.96,39.7,2025-09-22,2025-07-18,Partner,Nuevo Cliente,48175.0
OPP00001414,1414.0,ACC000077,Seguridad Perimetral UTM - Country Club Santiago,Closed Won,198449.76,100.0,2022-10-12,2022-10-16,Web,Expansion,33696.0
OPP00001415,1415.0,ACC000998,Paris - Fibra Corporativa Infraestructura,Closed Won,318140.92,100.0,2022-09-19,2022-05-07,Web,Cross-Sell,2842.0
OPP00001416,1416.0,ACC000479,Claro Chile - IP Publica Fija Migracion de Red,Closed Won,463660.71,100.0,2022-09-14,2021-12-10,Evento,Nuevo Cliente,
